Date,BLH_passed,AMS_passed,Att.flow_cfs,Turbine.flow_cfs,Water.temp_max,Water.temp_min,Water.temp_mean,Discharge_max,Discharge_min,Discharge_mean,DO_max,DO_min,DO_mean
3/17/2010,173,1211,234.39,10669,12,11.3,11.7,21600,2320,10700,10.4,9.8,10.1
3/18/2010,191,483,260.66,10637,11.7,11,11.3,21500,704,10600,10.6,10.2,10.4
3/19/2010,2053,1345,248.89,10568,12.9,11.3,11.9,21500,1530,10600,10.6,10.2,10.4
3/20/2010,2861,1450,267.13,10571,13.8,12.4,12.9,22700,613,10600,10.7,10.3,10.5
3/21/2010,2509,1992,282.87,11336,13.9,12.8,13.2,22200,2060,11300,10.7,10,10.4
3/22/2010,9956,2885,275.36,11445,13.3,12.7,13.1,21800,4150,11400,10.3,9.7,10.1
3/23/2010,3472,144,273.79,11003,12.8,11.7,12.2,22400,3930,11000,10.6,9.9,10.3
3/24/2010,4325,1462,276.72,14515,14.5,12.7,13.4,23000,3170,14500,10.6,10.3,10.4
3/25/2010,8184,1838,279.24,14969,15,13.9,14.4,22900,4920,15000,10.7,10.2,10.4
3/26/2010,21013,1588,254.73,14859,15.5,14.5,15,22600,3870,14900,10.5,9.8,10.2
3/27/2010,6773,4904,279.09,14345,15.1,13.8,14.4,21900,3910,14400,10.8,10,10.3
3/28/2010,5078,2140,278.8,14513,15.2,14.1,14.5,22600,2630,14400,10.6,10.1,10.3
3/29/2010,28578,3750,268.29,14613,16.4,14.8,15.3,22800,4060,14600,10.7,9.8,10.1
3/30/2010,23079,3187,267.99,16333,16.4,15,15.7,24400,2560,16300,10.7,10,10.4
3/31/2010,12363,2308,267.87,17710,16.8,15.3,15.9,23600,5850,17700,11,10,10.4
4/1/2010,11426,831,267.54,18353,17.9,15.9,16.7,23800,366,18300,11.2,10.3,10.7
4/2/2010,380,20713,217.03,13215,18.9,17.1,17.6,16200,5570,13300,11.2,10.5,10.8
4/3/2010,6464,31791,267.82,14489,19.1,17.5,18.1,15800,12900,14500,11.1,9.7,10.5
4/4/2010,15907,1708,257.33,14369,20.1,17.9,18.6,15900,13200,14400,10.7,9.9,10.4
4/5/2010,4933,2001,257.75,14414,20.8,18.7,19.5,15800,13400,14400,10.5,9.5,10.1
4/6/2010,2168,11336,262.86,14477,21.3,19.6,20.3,18100,12900,14500,10.1,9.5,9.7
4/7/2010,126,1605,260.24,16825,21.9,20.3,21,22500,4500,16800,9.6,9.1,9.4
4/8/2010,7985,9834,267.78,13755,21.6,20.6,21.1,22800,4940,13800,9.2,8.8,9
4/9/2010,3641,5277,259.12,12420,21.2,20.4,20.8,21800,5400,12400,9.1,8.3,8.7
4/10/2010,5616,5254,207.92,12482,20.7,20.2,20.4,22700,4770,12500,9.5,8.7,9
4/11/2010,0,0,0.26,12272,20.6,19.7,20.2,22900,5070,12300,9.6,9.1,9.3
4/12/2010,68,2129,236.19,9114,20.5,19.6,20,22600,3920,9110,9.4,8.8,9.1
4/13/2010,461,23329,267.99,6354,20.8,19.9,20.4,7020,5780,6350,9.2,8.9,9.1
4/14/2010,4263,7960,170.51,6147,21,20.2,20.7,16900,5230,6140,9.2,8.7,8.9
4/15/2010,83,3009,100.76,5353,20.4,19.7,20.1,6680,383,5330,8.8,8.4,8.8
4/16/2010,262,11037,95.62,4473,21,19.4,20.2,6310,-387,4470,9.1,8.3,8.7
4/17/2010,10248,45964,85.19,4398,21.6,19.9,20.8,6300,-338,4400,9.1,8.3,8.8
4/18/2010,0,0,0.26,4413,22,20.7,21.3,6340,108,4410,8.9,8.1,8.6
4/19/2010,670,5218,91.28,4346,21.4,20.6,20.9,6420,32,4350,9.1,8.1,8.7
4/20/2010,0,9196,101.1,4492,21.5,20.2,20.7,6600,32,4490,9.1,8.4,8.8
4/21/2010,0,4159,100.88,4420,21.5,20.3,20.9,6380,-151,4420,9.1,8.4,8.8
4/22/2010,0,8727,88.99,3089,21.6,20.2,20.9,6390,106,3090,9.1,8.2,8.7
4/23/2010,0,1894,100.68,3049,21.7,20.6,21.2,6360,227,3050,9.2,8.1,8.8
4/24/2010,8379,76318,101.4,3053,21.9,21.1,21.5,6060,202,3050,8.8,8,8.5
4/25/2010,1775,12919,100.89,3034,22.2,21.4,21.8,6150,263,3030,8.7,7.7,8.3
4/26/2010,525,705,100.76,3230,22.1,21.3,21.7,16000,-272,3230,8.9,7.8,8.5
4/27/2010,505,634,100.69,2912,22.2,20.7,21.5,5970,-223,2910,8.8,7.9,8.3
4/28/2010,534,526,100.82,3033,21.6,20.4,21,6260,176,3030,8.6,7.5,8.1
4/29/2010,11,326,76.41,3048,20.7,20.1,20.4,6100,209,3050,8.9,7.3,8.4
2/14/2011,0,65,49.56,708,10,9,9.5,5180,-28,709,12.7,9.5,11.7
2/15/2011,4,171,103.66,771,10,9.2,9.6,5110,127,771,13.7,10.2,11.9
2/16/2011,125,198,88.27,802,10.1,9,9.6,5210,-341,802,14,10.2,12.2
2/17/2011,1166,705,79.06,863,11,9.6,10.2,5250,-173,863,13.4,10.2,12.1
2/18/2011,110,7,26.48,714,12.3,10.8,11.6,5070,-5,713,13.1,10,11.9
2/19/2011,0,0,0,778,13.7,11.7,12.6,5100,-419,779,13.6,10.6,11.9
2/20/2011,0,0,0,735,13.3,12.2,12.9,5030,-170,735,13,10.8,11.7
2/21/2011,0,0,0,623,13.8,12.6,13.2,5030,-354,623,12.4,10.5,11.5
2/22/2011,1518,7674,53.32,668,14.7,13.4,14,5000,-173,668,12.1,10.2,11.3
2/23/2011,26,1795,78.62,775,14.2,13.4,13.8,5170,-115,775,13.9,9.4,11.1
2/24/2011,2377,3771,56.86,844,14.8,13.5,14.2,5110,-90,844,12.4,9.7,10.9
2/25/2011,3550,2139,78.32,684,15.3,14.7,15,5120,-143,684,11,9.3,10.4
2/26/2011,70,2435,78.57,772,15.6,14.5,15,5120,80,772,11.9,8.7,10.5
2/27/2011,1968,11246,79.34,745,16.2,14.9,15.5,5050,-197,744,11.1,8.6,10.3
2/28/2011,46,4756,78.83,760,17.1,15.6,16.4,5080,-413,761,10.9,8.8,10.2
3/1/2011,57,2956,63.28,685,17.5,16.3,16.9,5060,-487,686,NA,NA,NA
3/2/2011,0,861,78.06,742,17.1,15.7,16.3,4780,-184,741,NA,NA,NA
3/3/2011,0,1106,78.06,661,16.5,15.6,16,4790,-224,662,NA,NA,NA
3/4/2011,806,2440,78.32,985,16.1,15.2,15.7,16800,-951,985,NA,NA,NA
3/5/2011,32,1172,78.06,586,16.2,15.3,15.7,4700,-1000,586,9.7,7.6,9.3
3/6/2011,243,1974,78.57,1171,15.8,15.1,15.4,17500,-1660,1170,9.8,8.3,9.4
3/7/2011,366,176,78.56,668,15.7,14.4,14.9,4830,-412,668,10,7.9,9.6
3/8/2011,3593,713,77.64,645,15.4,14.1,14.7,4800,-403,642,9.8,7.8,9.5
3/9/2011,3,748,78.06,1702,15.5,14.7,15,5660,-1600,1730,9.9,7.8,9.5
3/10/2011,83,531,74.3,2701,15,14.5,14.8,6050,-3180,2700,9.8,8.1,9.6
3/11/2011,44,135,106.4,9343,14.6,13.4,14.2,21900,-1070,9360,10.4,9.4,9.8
3/12/2011,1627,538,203.55,12788,14.4,12.9,13.5,23700,3000,12800,10.5,9.8,10.1
3/13/2011,3663,1255,260.4,13203,15.6,13.7,14.4,23200,1720,13200,10.4,9.7,10
3/14/2011,8009,434,252.8,13207,16,14.7,15.3,23700,-235,13200,10.3,9.3,9.9
3/15/2011,1751,7,245.16,13483,16.4,14.8,15.5,23600,4590,13800,10.1,9.5,9.8
3/16/2011,99,1420,248.9,12569,16.4,15.6,16,23000,3700,12700,9.9,9.3,9.6
3/17/2011,2550,673,240.59,11926,16.8,15.6,16.1,23500,3780,12100,9.9,9.2,9.5
3/18/2011,220,5688,245.83,7910,16.7,16.2,16.4,21300,3220,8060,9.9,8.7,9.3
3/19/2011,17281,15641,249.81,6322,17.8,16.6,17.4,7770,5640,6520,9.3,8.7,9.1
3/20/2011,83283,19366,248.12,6146,18.3,17.5,17.9,7900,4570,6350,9.1,8.4,8.8
3/21/2011,13137,10648,246.85,5843,17.8,17.4,17.6,7630,101,6010,9,8.6,8.8
3/22/2011,7903,2241,155.68,4525,18.8,17.3,18,7540,-1280,4630,9.1,7.6,8.6
3/23/2011,1880,3133,100.53,4330,19.3,18.1,18.7,6820,-248,4440,9,7.2,8.5
3/24/2011,590,3122,100.47,4398,20,18.8,19.3,6850,-80,4520,8.9,7.4,8.4
3/25/2011,282,2055,87.24,4634,19,17.8,18.6,16700,-4,4750,9.1,7.3,8.5
3/26/2011,393,7119,83.78,4451,18.6,17.6,18.1,6960,-322,4570,9.2,7.9,8.8
3/27/2011,189,5939,79.08,4385,18,17,17.7,7940,-488,4500,9,8,8.7
3/28/2011,74,555,81.78,9637,17,14.5,16,22200,124,9760,9.5,8.3,8.9
3/29/2011,124,341,192.87,10532,15.3,14.1,14.5,22100,3310,10700,9.5,9,9.3
3/30/2011,6591,319,268.85,10572,15.6,15.2,15.4,22300,5050,10700,9.7,9,9.4
3/31/2011,1458,294,269.1,10529,15.2,14.9,15,21800,5220,10700,9.5,9,9.2
4/1/2011,19127,702,267.68,10347,15.1,14.9,15,21400,5370,10600,9.9,9.2,9.4
4/2/2011,16899,2944,264.97,13330,15.6,14.5,14.9,21400,5930,13600,10,9.6,9.8
4/3/2011,13918,4576,257.74,12970,16.7,15.1,15.7,22100,5680,13200,10,9.3,9.7
4/4/2011,29054,1995,248.75,13463,18,15.9,16.7,22800,5020,13700,10,9.3,9.7
4/5/2011,18407,1612,269.32,11263,18,17.3,17.7,15300,-376,11600,9.7,6.9,9.1
4/6/2011,7407,1603,269.79,13000,17.5,16.4,16.9,21900,6130,13400,9.7,9.1,9.3
4/7/2011,59643,4890,271.29,13467,18.5,16.5,17.3,22000,5520,13600,10.1,9.1,9.5
4/8/2011,971,2587,269.15,10880,19.3,17.9,18.4,21800,5550,11000,10.1,9.4,9.7
4/9/2011,856,23936,266.41,10881,20.7,19.1,19.7,21900,5950,11000,10,8.8,9.6
4/10/2011,1811,49906,264.12,11028,20.7,19.7,20.1,21400,4660,11200,9.6,8.6,9.3
4/11/2011,21,466,257.53,10807,21,19.7,20.1,21700,5230,10900,9.4,8.5,9.1
4/12/2011,574,1690,269.19,11058,21,19.8,20.5,21300,3230,11200,9,7.6,8.5
4/13/2011,35,877,268.03,11251,19.9,19.2,19.6,19500,4200,11400,8.9,7.6,8.4
4/14/2011,29,1741,269.21,11354,20.5,19.6,19.9,22400,5360,11500,9.1,7.4,8.5
4/15/2011,12,880,269.15,10948,20.4,19.7,20.1,23000,5160,11100,9.5,6.4,8.6
4/16/2011,46,15320,265.3,11050,20.9,20,20.3,22500,5880,11200,9.1,8.5,8.9
4/17/2011,0,0,242.2,10635,20.7,19.6,20.2,22300,5420,10800,9.2,8.3,8.6
4/18/2011,9,997,246.91,6482,20.4,20,20.2,7400,5830,6660,9.1,8.5,8.7
4/19/2011,66,3356,256.56,5275,21.3,20.2,20.9,7130,220,5370,8.8,6.8,8.5
4/20/2011,25,6123,255.33,4821,22.7,21.1,22.1,6900,-160,4950,8.6,6.5,8.2
4/21/2011,0,3383,258.35,4218,23.6,22.4,23,6870,-54,4330,8.4,7.2,8
4/22/2011,0,2674,235.93,4649,23.2,22.8,23,6820,218,4780,8.3,7.1,8
4/23/2011,9,3962,245.32,4727,22.9,22.1,22.6,6730,145,4870,8,7.3,7.8
4/24/2011,0,2554,245.32,4709,24,22.5,23.3,6840,264,4850,8.2,7.4,7.9
4/25/2011,0,2375,243.12,4728,24.8,23.6,24.3,6910,344,4870,8.3,7.1,8
4/26/2011,0,1213,245.32,4726,25.1,24.4,24.8,6790,225,4870,8.1,7.1,7.7
4/27/2011,0,1200,244.4,4730,25,24.5,24.7,6830,324,4870,7.9,7.2,7.6
4/28/2011,0,472,231.3,4863,25.2,24.4,24.8,6670,-54,5010,7.8,6.1,7.5
4/29/2011,0,365,140.91,4544,24.9,23.9,24.4,6600,-348,4670,7.7,6.6,7.4
2/9/2012,0,5628,31.69,70,13.5,12.6,13,207,-95,70,11.4,10.7,11
2/10/2012,0,134,56.31,110,13,12.4,12.7,303,-2,110,11,9.2,10.2
2/11/2012,5,355,84.62,253,13,11.6,12.6,520,55,254,9.3,8.4,8.9
2/12/2012,1,16,84.2,196,11.9,10.7,11.3,451,-22,195,9.7,9,9.4
2/13/2012,0,10,83.71,112,12.2,10.8,11.4,293,-2,111,9.9,8.9,9.2
2/14/2012,0,2,75.38,105,11.8,11.1,11.4,321,17,105,9.5,8.1,8.9
2/15/2012,0,6,82.83,131,12.7,11.7,12.1,302,-2,131,9.7,7.8,8.9
2/16/2012,0,22,82.82,124,12.8,12.3,12.5,245,-2,124,9,8.3,8.6
2/17/2012,0,9,77.11,79,12.8,12.6,12.7,263,-2,79,9.5,7.7,8.6
2/18/2012,0,28,77.33,248,13,11.5,12.5,11000,-69,248,9.8,7.8,8.8
2/19/2012,0,59,80.21,86,12.1,11.5,11.7,327,-79,87,10.5,9.2,10.1
2/20/2012,0,56,82.81,173,12.2,10.8,11.5,342,36,173,10.3,9.3,9.9
2/21/2012,0,58,83.72,734,12.2,10.9,11.7,5240,-242,734,11.7,8.6,10.7
2/22/2012,1939,2910,84.07,674,13.1,11.8,12.4,5270,-633,674,11.7,9,10.9
2/23/2012,27,4198,83.61,622,14.3,12.8,13.4,4980,-395,622,11.3,9.4,10.7
2/24/2012,1,2800,83.93,705,15.1,13.9,14.5,5130,-312,705,11.1,9.1,10.4
2/25/2012,9,6842,78.84,727,15.1,14.4,14.7,5050,-68,728,10.8,8.2,10.2
2/26/2012,0,895,55.15,736,14.8,14.1,14.4,5120,-459,736,10.8,8,10.1
2/27/2012,0,1058,84.04,733,14.9,14.2,14.6,5140,-1310,733,10,8.4,9.7
2/28/2012,20177,29945,87.08,722,15.6,14.5,15,5090,-1160,722,10.5,7.3,9.7
2/29/2012,217,2630,88.37,751,15.3,14.1,14.8,5150,-638,751,10.5,7.3,9.7
3/1/2012,5,1485,83.9,1219,15.7,15,15.3,5290,-749,1220,10.3,8,9.7
3/2/2012,738,2668,74.69,1097,16.7,15.3,15.8,5400,-407,1120,10.2,8.3,9.6
3/3/2012,0,1727,60.66,1364,16.9,16.5,16.6,5660,-350,1360,9.8,7.6,9.1
3/4/2012,21,2135,81.42,1974,16.9,16.1,16.6,5710,-316,1970,9.4,7.8,9.2
3/5/2012,0,1440,166.9,6115,16.3,13.4,15.2,12900,-1470,6120,10.2,8.7,9.5
3/6/2012,0,299,250.66,7164,13.8,13.2,13.5,8850,6550,7160,10.6,10.1,10.4
3/7/2012,2,563,250.68,6853,14,13.3,13.7,12500,5280,6850,10.8,10.3,10.6
3/8/2012,483,475,250.69,6431,14.5,13.5,14.1,12100,3830,6430,11,10.4,10.7
3/9/2012,214,1851,242.75,6298,15.4,14.5,15.1,6800,5820,6300,10.8,10.3,10.6
3/10/2012,101,18,242.77,6092,15.4,14.6,15,7020,3480,6090,11,10.3,10.7
3/11/2012,0,0,71.88,6036,15.1,14.5,14.7,7060,3920,6030,11,10.4,10.8
3/12/2012,51,1158,81.88,2583,15.7,14.5,15.1,6480,-744,2590,10.7,8.4,10.3
3/13/2012,5602,3173,84.59,2736,16.5,15.2,15.7,10900,-2020,2740,10.8,8.9,10.4
3/14/2012,5952,1886,48.16,1869,18.3,16.2,17,6210,-2120,1860,10.5,6.4,10
3/15/2012,0,0,0,1720,19.4,17.4,18.2,14500,-1450,1700,10.6,8.7,9.8
3/16/2012,0,0,0,1024,20.2,18.4,19.1,5680,-2210,1050,10,6.4,9.4
3/17/2012,0,0,0,1279,21.2,19.5,20.2,5800,-739,1280,9.7,6.2,9.1
3/18/2012,0,0,0,1303,21.4,20.5,20.9,5660,-787,1270,9.4,5.6,8.5
3/19/2012,0,0,0,1418,21.8,20.7,21.2,5640,-821,1440,9.2,7.1,8.2
3/20/2012,0,0,0,1324,22.1,21,21.5,5600,-474,1330,9,6.5,8.5
3/21/2012,0,0,0,1426,22.6,21.5,21.9,5680,-223,1410,8.9,6.2,8.4
3/22/2012,0,0,0,1341,23.3,22,22.4,5780,-1080,1360,9,6.1,8.2
3/23/2012,0,0,0,1388,23.9,22,22.8,5930,-838,1380,9,6.6,8.2
3/24/2012,0,0,0,1393,23.7,23,23.3,5870,-818,1390,8.2,6.4,7.7
3/25/2012,0,0,0,1400,23.5,22.8,23.2,5860,-258,1400,8,5.4,7.3
3/26/2012,0,0,0,1458,23.8,22.3,23,5680,-187,1450,8.2,6.3,7.3
3/27/2012,0,0,0,1347,23,21.4,22.3,5900,-318,1360,8.6,6.8,7.7
3/28/2012,0,0,0,2067,22.1,20.9,21.4,5770,-1170,2070,8.9,7.4,8.2
3/29/2012,0,0,0,1351,22,20.6,21.2,5870,-487,1350,9.2,7.8,8.5
3/30/2012,0,0,0,1365,22.3,20.8,21.5,5740,-445,1350,9,7.8,8.5
3/31/2012,0,0,0,1336,22.2,21.6,21.9,5820,-259,1340,8.6,7.2,8.2
4/1/2012,0,0,0,1546,23.1,21.8,22.2,14600,-716,1550,8.7,7,7.9
4/2/2012,972,27712,34.91,1067,23.9,21.8,22.5,5720,-115,1070,8.4,6.4,7.8
4/3/2012,535,38367,60.96,1633,23,22.2,22.5,5800,-250,1590,8.7,6.6,7.9
4/4/2012,65,2757,75.51,1334,23.8,22.1,22.8,6040,-187,1370,8.7,7.4,8
4/5/2012,0,4707,35.73,1530,24.4,22.8,23.3,6040,-203,1530,8.5,7,7.8
2/27/2013,0,0,1.12,11495,11.6,10.9,11.1,21700,-3610,11500,10.9,10.1,10.6
2/28/2013,3,1066,120.42,11685,11.5,10.7,11.1,22200,-3990,11800,10.9,10.3,10.7
3/1/2013,44,91,295.65,12066,11.3,10.4,10.8,22700,-6070,12100,10.9,10.2,10.6
3/2/2013,0,0,37.5,11762,11.1,10.3,10.6,23700,-7140,11700,10.9,10.3,10.6
3/3/2013,0,0,37.5,11975,10.5,9.7,10.1,22300,-2580,12000,11.1,10.4,10.7
3/4/2013,455,179,221.34,11914,10.3,9,9.7,22700,-3220,12000,11.2,10.6,10.8
3/5/2013,41,60,218.45,11983,10.8,9.9,10.2,21900,-5360,12000,11.3,10.7,11
3/6/2013,75,34,119.92,11403,10.8,9.9,10.3,22600,-4370,11400,11,10.4,10.8
3/7/2013,0,0,0,11209,10.4,9.2,9.7,22700,-2160,11300,11.1,10.5,10.7
3/8/2013,0,0,0,8688,10.9,9.9,10.4,22800,-5520,8600,11.2,10.7,11
3/9/2013,0,0,0,7081,10.9,10.2,10.5,21700,-5190,7080,11.2,10.6,11
3/10/2013,0,0,0,5989,11.8,10.7,11.2,21500,-3900,6040,11.4,10.2,11.1
3/11/2013,0,0,0,6103,12.4,11.3,11.9,21600,-1550,6050,11.3,10,10.9
3/12/2013,0,0,0,5318,13.8,11.9,12.6,21000,-2560,5320,10.8,8.6,10.1
3/13/2013,0,0,0,5542,13.6,12.7,13.3,20400,-5540,5550,10.6,8.8,10.2
3/14/2013,0,0,0,5379,13.1,12.2,12.6,20800,-3180,5370,10.2,8.9,9.7
3/15/2013,0,0,0,5308,12.6,11.8,12.2,21600,-3530,5300,10.3,7.5,9.6
3/16/2013,0,0,0,5425,13.7,12,12.9,21000,-1430,5430,10.2,7.1,9.4
3/17/2013,0,0,0,5556,15.4,13.1,14.3,20900,-2300,5560,9.9,6.8,9.4
3/18/2013,0,0,0,6072,15.5,14.7,15.2,21200,-3650,6070,10,7.2,9.2
3/19/2013,0,0,0,5547,16.3,15.2,15.5,20900,-3080,5540,9.9,4,9.3
3/20/2013,0,0,0,5551,15.9,14.8,15.6,21600,-2470,5560,9.9,6.6,9.4
3/21/2013,0,0,0,7406,14.8,13.5,14.2,21300,-3850,7400,10,7.7,9.4
3/22/2013,0,0,0,8348,13.5,12.4,13.1,21000,-5050,8350,10.3,8.2,9.8
3/23/2013,0,0,0,5424,12.8,12.2,12.4,21000,-5660,5430,10.3,8.9,9.9
3/24/2013,0,0,0,7764,12.2,11.8,12,21200,-4440,7760,10.1,8.2,9.7
3/25/2013,0,0,0,16771,11.9,11.4,11.7,22400,-231,16900,10.2,9.1,10
3/26/2013,0,0,0,16461,11.5,10.4,10.8,23400,-2950,16500,10.8,9.9,10.3
3/27/2013,0,0,0,15756,11.8,10.4,11,23800,-3480,15800,11,10.2,10.6
3/28/2013,0,0,0,16781,12.3,10.9,11.5,22200,-4290,16700,11.1,10.6,10.8
3/29/2013,0,0,0,14013,12.8,11.3,12,22800,-5160,14000,11.2,10.3,10.8
3/30/2013,0,0,0,11185,13.6,12.7,13,22600,-2220,11200,11.4,9.5,10.8
3/31/2013,0,0,0,11531,14.6,13.1,13.7,23000,-6590,11500,11.3,9.4,10.8
4/1/2013,0,0,0,10176,15.4,14.3,14.6,22100,-1920,10200,10.9,7.1,10.2
4/2/2013,2874,5424,206.73,12390,15.7,14.8,15.2,22200,-1050,12400,10.8,9.5,10.5
4/3/2013,9591,35456,232.35,11784,15.7,14.9,15.3,23500,-4640,11800,10.8,8.9,10.3
4/4/2013,17058,1377,330.25,13892,15.2,13.5,14.2,23100,-1710,13900,10.6,9.7,10.2
4/5/2013,12720,3629,407.52,12763,13.6,12.7,13.1,22500,-2580,12800,10.5,9,9.9
4/6/2013,15982,8148,405.75,9527,14.9,13.3,13.7,21500,-5900,9550,10.4,9.8,10.1
4/7/2013,3228,1670,355.23,11854,15.5,14.4,14.9,15900,-3350,11800,10.4,10,10.2
4/8/2013,16228,8354,373.74,11654,17.4,15.4,16.1,16200,-4480,11700,10.5,9.4,10.1
4/9/2013,13529,2563,416.08,11796,18.4,16.8,17.3,22900,-3370,11800,10.5,9.7,10.2
4/10/2013,1733,913,216.51,11516,19.8,18.2,18.8,22900,-1700,11500,10.4,8.5,10
4/11/2013,13110,6361,271.38,12069,20.1,19.2,19.5,22600,-4300,12400,10.2,9.1,9.7
4/12/2013,2479,1515,282.81,12347,20.5,19.9,20.2,23900,-268,12300,9.6,8.5,9
4/13/2013,531,21068,292.51,9527,20.6,20.2,20.4,22400,-6310,9530,9.2,7.4,8.7
4/14/2013,234,73639,252.17,6297,20.6,20.1,20.4,22200,-3630,6300,9,7.5,8.5
4/15/2013,2468,28756,232.51,3436,20.3,19.9,20.1,18300,-128,3470,8.6,7.6,8.2
4/16/2013,1341,52856,174.22,5395,20.5,19.7,20,8250,11,5390,8.4,7.9,8.3
4/17/2013,9,68034,118.39,5143,21.5,19.8,20.5,7380,124,5140,8.6,7.7,8.3
4/18/2013,15,1226,58.73,5294,22.4,21.3,21.9,7520,76,5290,8.6,7.9,8.4
4/19/2013,0,7749,56.06,5367,23.2,21.9,22.6,7940,-578,5370,8.5,7.8,8.3
4/20/2013,0,47,21.23,6959,22.6,20.9,22.1,7890,5980,6960,8.1,7.8,7.9
4/21/2013,0,0,155.47,7027,20.9,19.4,20.2,8160,6140,7030,8.6,8,8.3
4/22/2013,26,1139,246.06,7203,19.5,18.3,19.2,8400,6330,7210,8.8,8.4,8.7
4/23/2013,23,416,246.98,7609,18.4,17.9,18.2,9230,-271,7570,9.1,8.8,9
4/24/2013,62,1584,238.03,6089,19.2,17.7,18.5,12200,-271,6130,9.6,8.6,9
4/25/2013,0,171,212.48,7925,21,19.2,20.3,14000,6250,7920,9,8.6,8.9
4/26/2013,0,0,59.15,7013,21.4,20.7,21.1,9370,6090,7010,9.1,8.7,8.9
4/27/2013,0,0,0,9441,21,20.2,20.7,20600,6060,9440,9.1,8.7,8.9
4/28/2013,0,0,0,11083,20.2,19.6,19.9,22100,5970,11100,9.1,8.8,8.9
4/29/2013,0,0,0,16072,20.1,19.4,19.7,22900,6110,16100,9.1,8.7,8.9
4/30/2013,0,0,0,20068,20.5,19.5,19.9,23900,17200,20100,9.3,8.7,9
5/1/2013,0,280,148.44,19829,20.4,19.6,19.9,23700,2840,19800,9.2,8.6,8.9
5/2/2013,1,420,244.3,17218,19.9,19.4,19.6,23100,6520,17200,9.1,8.6,8.9
5/3/2013,0,127,237.14,17102,19.5,18.7,19,23300,3220,17100,9.1,8.5,8.8
5/4/2013,0,0,36.46,17919,18.7,17.8,18.3,23200,6440,18000,9.3,8.7,9
5/5/2013,0,0,36.46,21745,18.8,18.2,18.5,25200,17300,21800,9.2,8.8,9
5/6/2013,0,321,220.21,23173,20.5,18.5,19.3,25100,21500,23200,9.8,8.8,9.2
5/7/2013,0,55,100.9,23192,20.1,18.9,19.5,25500,21500,23200,9.7,9.1,9.4
3/24/2014,87,278,77.27,20147,13.8,12.7,13.2,24000,17200,20200,11.6,10.8,11.3
3/25/2014,1226,114,239.18,16182,13.5,12.4,12.7,24000,-2170,16100,11.5,10.7,11.1
3/26/2014,3170,164,233.62,14855,12.4,10.9,11.6,23200,3760,14900,11.7,10.8,11.2
3/27/2014,4895,495,245.93,12020,12.8,11.4,11.8,22700,2250,12000,11.8,11.2,11.4
3/28/2014,7823,490,248.26,11973,13.3,12.3,12.7,21800,2380,12000,11.6,11,11.3
3/29/2014,9644,0,248.17,15684,14.6,13.2,13.7,23800,6100,15700,11.6,10.8,11.2
3/30/2014,11649,332,226.25,11922,14.6,13.7,14,22800,5370,11900,11.3,10.4,10.8
3/31/2014,2659,60,244.19,12772,14.8,13.4,14,23000,4550,12800,11,10.3,10.6
4/1/2014,14264,1208,229.58,12750,16.3,14.2,14.9,23000,4810,12700,10.8,9.3,10.1
4/2/2014,21428,2327,231.12,10209,17.3,15.6,16.2,22500,5910,10200,9.9,9.2,9.6
4/3/2014,22282,3663,230.07,7203,NA,NA,NA,NA,NA,8410,NA,NA,NA
4/4/2014,17369,4088,250.72,9098,NA,NA,NA,NA,NA,9100,NA,NA,NA
4/5/2014,21750,4065,250.99,8265,19.7,18.9,19.2,NA,NA,8260,8.9,8.3,8.6
4/6/2014,18719,1736,249.9,8776,19.8,17.5,19,NA,NA,8780,8.9,8.3,8.5
4/7/2014,8037,878,248.61,8796,17.6,17.3,17.5,NA,NA,8920,8.7,8.2,8.4
4/8/2014,1133,359,249.23,8561,17.9,17.2,17.4,NA,NA,8560,8.6,8.2,8.4
4/9/2014,1322,426,248.67,8244,18,17.2,17.6,NA,NA,8240,8.7,8.4,8.5
4/10/2014,709,1532,241.4,11815,19.2,17.7,18.1,NA,NA,11800,8.9,8.2,8.5
4/11/2014,461,478,246.4,11375,19.4,18.1,18.7,NA,NA,11400,8.9,8.2,8.5
4/12/2014,509,977,246.58,11731,20.7,19,19.5,NA,NA,11700,9.1,8.3,8.6
4/13/2014,368,288,247.17,13057,21,19.7,20.2,NA,NA,13100,9,8.4,8.6
4/14/2014,99,87,209.83,13020,20.8,20.1,20.5,NA,NA,13000,8.7,8.2,8.4
4/15/2014,276,487,248.56,12921,20.8,19.8,20.4,NA,NA,12900,8.4,7.9,8.1
4/16/2014,312,414,226.72,13696,19.8,17.7,18.5,NA,NA,13700,8.7,7.9,8.2
4/17/2014,153,1134,184.71,13946,18.6,16.9,17.6,NA,NA,13900,8.9,8.2,8.5
4/18/2014,206,338,60.56,15903,18.1,16.9,17.4,NA,NA,15600,8.8,8.5,8.6
4/19/2014,271,320,59.74,17830,16.9,16.3,16.6,NA,NA,17800,8.8,8.4,8.6
4/20/2014,91,1037,78.45,21414,16.7,15.8,16.2,NA,NA,21400,9.1,8.6,8.8
4/21/2014,52,799,83.14,21903,18.1,16.1,16.9,NA,NA,21900,9.4,8.8,9
4/22/2014,65,1076,151.15,22186,19.1,17.1,17.9,NA,NA,22200,9.4,8.8,9.1
4/23/2014,28,843,248.53,22221,19.7,18.1,18.8,NA,NA,22200,9.4,8.8,9.1
4/24/2014,48,447,247.38,22234,19.5,17.8,18.7,NA,NA,22200,9.4,8.5,9
