Date,BLH_passed,AMS_passed,Att.flow_cfs,Turbine.flow_cfs,Water.temp_max,Water.temp_min,Water.temp_mean,Discharge_max,Discharge_min,Discharge_mean,DO_max,DO_min,DO_mean
4/26/2006,9,149,103.93,0,,,,422,-56.3,206,,,
4/27/2006,0,52,98.97,0,,,,476,29.4,202,,,
4/28/2006,0,7,97.86,0,,,,374,76.5,189,,,
2/1/2007,9,0,7.49,20760,8.4,7.7,7.8,24200,16700,20600,11.2,10.9,11
2/2/2007,0,0,141.81,17134,NA,NA,NA,24400,5180,17300,NA,NA,NA
2/3/2007,0,0,0,16002,8.6,7.8,8.1,23700,6550,16000,11.4,10.9,11.1
2/4/2007,0,0,0,16457,8.2,7.6,7.8,22800,6030,14600,11.6,11,11.3
2/5/2007,4,0,14.38,16457,8.1,7.5,7.7,24700,2570,14800,11.6,11,11.3
2/6/2007,0,0,0,14589,7.9,7,7.4,23300,-169,14600,11.6,11.2,11.4
2/7/2007,0,0,6.07,9874,8.6,7.1,7.6,23200,2930,10500,11.7,11.2,11.4
2/8/2007,0,0,0,6583,8.6,8.2,8.5,21900,5590,7040,11.7,11.2,11.4
2/9/2007,0,0,0,5870,8.8,8.4,8.6,6960,-461,5870,11.6,11.2,11.4
2/10/2007,0,0,16.13,4114,9.3,8.3,8.6,18400,-1390,4780,11.4,10.8,11.2
2/11/2007,0,0,0,4114,9.7,8.2,8.7,20300,-2590,4970,11.9,10.6,11.4
2/12/2007,0,0,0,4996,9.2,8.3,8.8,14000,-964,5480,11.6,10.9,11.3
2/13/2007,0,0,4.68,4114,10.2,9,9.6,11300,-310,4690,11.5,10.5,11.3
2/14/2007,0,5,13.01,4245,10.7,10.2,10.4,6400,81,4540,11.3,10.8,11.1
2/15/2007,0,0,0,4216,10.5,9.2,10.1,6320,-14,4500,10.9,10.6,10.8
2/16/2007,0,0,0,5614,NA,NA,NA,21200,-1430,5590,NA,NA,NA
2/17/2007,0,1,0.88,5483,NA,NA,NA,21100,-1000,5680,NA,NA,NA
2/18/2007,0,0,0,5452,9.4,8.4,8.8,20700,-1210,5790,11.5,11,11.2
2/19/2007,0,0,0,5970,8.6,8.1,8.4,20700,341,6610,11.4,11,11.2
2/20/2007,0,40,33.44,5735,9.1,8.1,8.7,7480,5360,6140,NA,NA,NA
2/21/2007,0,38,73.42,5704,9.8,8.8,9.5,6930,5650,6170,11.3,10.8,11.1
2/22/2007,0,2,85.58,6351,10.8,9.7,10.2,20100,4880,6720,10.9,10.6,10.8
2/23/2007,5,94,100.58,6534,11.6,10.6,11.2,18500,5170,6830,11,10.7,10.8
2/24/2007,14,361,100.53,5808,11.2,10.4,10.9,16000,4840,6290,11.1,10.7,10.9
2/25/2007,0,0,0,5486,11.2,10.4,10.9,6620,5600,6160,11,10.8,10.9
2/26/2007,1,104,96.34,5741,12.3,11.1,11.9,7210,5050,6150,10.8,10.4,10.6
2/27/2007,0,0,0,6140,12.8,11.9,12.5,19000,5150,6450,10.6,10.3,10.5
2/28/2007,363,633,147.99,5754,13.6,12.4,13.1,6880,5400,6190,10.8,10.4,10.6
3/1/2007,76,1471,188.51,5750,13.7,13,13.5,6990,4300,6270,10.8,10.5,10.7
3/2/2007,1065,492,94.34,14430,15,13.4,14.2,23500,319,15200,10.5,9.7,10.3
3/3/2007,271,91,142.2,22664,13.8,12.9,13.2,24500,21300,22700,10.7,10.1,10.4
3/4/2007,5,130,230.84,22737,NA,NA,NA,25200,19700,22900,NA,NA,NA
3/5/2007,7,705,249.29,23040,13,11.7,12.3,25000,21400,23200,10.9,10.3,10.6
3/6/2007,21,12,228.41,23040,13.2,11.6,12.3,24700,20100,23000,11,10.6,10.7
3/7/2007,0,74,243.76,23040,13.7,12.1,12.8,25500,21600,23400,11.2,10.6,10.8
3/8/2007,3,442,243.93,23040,13.6,12.6,13.1,25700,19000,23400,11.2,10.6,10.9
3/9/2007,0,0,242.35,22887,13.3,12.5,12.9,25000,19400,23000,11.3,10.7,11
3/10/2007,131,7978,254.46,22974,14.1,12.6,13.2,24800,20700,23000,11.5,10.7,11
3/11/2007,5534,13452,278.49,22282,14.7,13.4,13.9,25300,21000,23100,11.8,10.9,11.3
3/12/2007,8,2029,260.88,23038,15.2,13.9,14.5,25700,21200,23200,11.8,11.1,11.5
3/13/2007,107,3380,248.11,22729,16.4,14.7,15.3,24900,21400,23100,12.1,11.3,11.7
3/14/2007,203,577,233.73,22906,16.4,15.4,15.9,24100,21200,22700,12.2,11.3,11.7
3/15/2007,101,3308,246.42,22652,17.1,15.8,16.3,24600,21600,22900,12.1,11.4,11.6
3/16/2007,187,1658,244.59,22565,16.9,16.4,16.6,24100,20200,22600,11.5,10.6,11
3/17/2007,468,7080,241.32,22570,16.4,14.9,15.4,24200,20500,22100,10.6,9.9,10.4
3/18/2007,71,5904,240.01,22902,14.9,13.7,14.2,24500,20200,22500,10.7,9.9,10.4
3/19/2007,2,2006,256.37,21644,14.9,13.5,14.1,24600,3970,20900,10.7,10.1,10.3
3/20/2007,507,5203,256.46,13474,15.9,14.1,14.7,24200,3820,13000,10.8,10.1,10.4
3/21/2007,8676,6293,256.61,11520,16.2,15.5,15.8,23200,5250,12500,11.1,10.3,10.6
3/22/2007,14447,6554,255.37,9930,16.9,15.7,16,22700,2800,9890,11.1,10.6,10.8
3/23/2007,1489,44,109.7,8470,18.4,16.8,17.3,21300,3920,8870,11.4,10.8,11
3/24/2007,0,0,0,8438,18.6,17.9,18.4,21200,5160,8520,11.3,10.6,10.9
3/25/2007,0,0,0,8222,20.2,18.6,19.6,21600,3280,8050,11,10.2,10.7
3/26/2007,0,0,0,6190,20.2,19,19.7,7390,5290,6420,10.5,9.8,10.1
3/27/2007,0,0,0,4526,19.6,19,19.2,7450,4520,6080,10,9.7,9.8
3/28/2007,0,0,0,4754,20.5,19.3,20,7060,-304,4500,9.9,8.8,9.6
3/29/2007,0,0,0,2790,20.2,19.7,20,6020,-278,2940,9.4,8,8.8
3/30/2007,43,269,30.44,2682,20.1,19.3,19.6,5960,-471,2720,NA,NA,NA
3/31/2007,463,86353,89.15,2728,19.3,18.8,19,6130,-325,2940,9,7.4,8.5
4/1/2007,4675,68109,90.13,2780,19.8,18.6,19.2,5980,25,2970,NA,NA,NA
4/2/2007,6314,29451,77.65,2787,20.9,19.5,20.2,6640,-215,2950,9.3,7.2,8.7
4/3/2007,103,20462,66.94,2733,21.9,20.5,21.3,6000,20,2850,9,7.3,8.6
4/4/2007,165,9315,89.71,2743,22.2,21.4,21.7,5900,-515,3250,8.9,7.6,8.4
4/5/2007,3,4236,88.88,2775,22.1,21.1,21.5,6000,-96,2940,8.7,7.5,8.2
4/6/2007,405,1221,88.74,2734,21.4,19.7,20.5,6140,128,2860,8.8,6.8,8.4
4/7/2007,7,721,86.24,2704,19.7,17.9,18.6,5940,66,2910,9.2,7.7,8.6
4/8/2007,2,172,81.04,2757,17.9,16.3,17,6090,-223,2940,9.3,7.7,8.9
4/9/2007,30,341,81.53,2662,16.3,15.3,15.6,5990,-381,2800,9.6,8.5,9.2
4/10/2007,9,603,74.74,2818,15.3,14.9,15.1,6610,-12,3020,9.6,8.9,9.3
4/11/2007,24,1000,75.7,2908,15.7,14.9,15.3,17400,-97,3070,9.7,9,9.5
4/12/2007,380,1381,62.25,2741,16.8,15.7,16.3,6350,-53,2950,9.8,9.1,9.5
4/13/2007,169,872,86.21,2755,18.2,16.2,17.2,6270,-217,2920,9.7,8.6,9.4
4/14/2007,1317,6717,88.91,3811,18.8,17.5,18.2,19600,-211,4060,9.6,8.7,9.3
4/15/2007,609,14479,89.56,2796,20,18.5,19.1,6210,-752,2960,9.2,8.7,9
4/16/2007,5,73,87.71,3139,19.4,18,18.6,16000,-257,3350,8.8,8,8.6
4/17/2007,0,113,87.66,2743,18.1,16.9,17.3,6490,-108,3160,9.3,8,8.8
4/18/2007,13,296,77.19,2741,17,16.5,16.8,6040,-13,2900,9.3,8.2,9
4/19/2007,5,1022,98.94,2743,18,16.6,17.3,6170,-13,2930,9.2,8,8.9
4/20/2007,1,1059,98.52,2801,18.1,17.4,17.8,5970,-509,2930,9.6,8.1,9.2
4/21/2007,153,1862,99.81,2668,18.4,17.5,18,6040,192,2840,9.7,8.8,9.4
4/22/2007,536,5110,81.25,2755,19.3,17.7,18.6,6480,45,3060,9.6,8.6,9.4
4/23/2007,18,279,98.41,3048,20.8,18.7,19.9,18900,97,3250,9.5,8.4,9.2
4/24/2007,17,758,98.25,2896,21.7,20,20.8,6020,147,3130,9.1,8.5,8.8
4/25/2007,102,701,98.28,2743,22.3,21.2,21.8,6240,-258,3050,8.7,7.6,8.4
4/26/2007,0,902,78.12,2743,23.1,21.8,22.5,17500,171,3890,8.5,7.5,8.2
4/27/2007,0,790,53.46,2726,23.8,22.6,23.2,5760,110,2880,8.5,7.4,8.1
2/1/2008,0,0,8.59,3,11,10.2,10.5,262,-5,93,12.3,11.1,11.4
2/2/2008,0,0,0,0,11.6,10,10.7,198,-52,83,13.2,10.9,11.6
2/3/2008,0,0,0,0,11.7,10.4,11,230,11,112,15.4,9.8,11.7
2/4/2008,0,0,0,0,11.9,11.3,11.5,167,-36,74,14.8,9.3,11.2
2/5/2008,0,0,0,0,14.5,11.3,12.6,182,-129,62,14.3,9.9,11.6
2/6/2008,4,82,1.71,3,16.4,12.4,14.2,1350,-36,114,12.1,9.2,10.8
2/7/2008,0,195,14.47,2,16.4,14.2,15,276,-52,102,11.5,10.2,10.8
2/8/2008,0,201,15.15,3,14.5,13.6,14.1,306,11,112,11.4,10,10.6
2/9/2008,0,0,0,0,14.6,13.4,14.1,196,-51,83,11.6,9.6,10.5
2/10/2008,0,0,0,0,14.2,13.5,13.8,240,-140,98,11.1,10.2,10.7
2/11/2008,0,0,0,0,13.8,13.1,13.4,182,11,96,11.3,10,10.7
2/12/2008,0,53,15.05,4,14,13,13.4,283,42,155,10.6,10.1,10.4
2/13/2008,14,185,25.2,3,14.8,13.8,14.3,216,-52,104,10.5,9.7,10.1
2/14/2008,1,13,17.14,3,14.2,12.9,13.6,275,11,123,10.6,9.9,10.2
2/15/2008,0,0,0,0,14.1,12.9,13.5,180,11,95,11.1,10,10.5
2/16/2008,0,0,0,0,14.3,13.4,13.7,136,-82,56,11.7,10.1,10.7
2/17/2008,0,0,0,0,14.5,13.5,13.9,290,-67,111,11.6,10.3,10.7
2/18/2008,0,0,0,0,15.7,14.5,15.1,248,-100,97,11.4,9.9,10.3
2/19/2008,0,0,0,0,14.9,14.1,14.5,322,-5,118,10.9,10,10.4
2/20/2008,0,646,15.2,2,14.4,13.6,14,184,-131,75,11,10.1,10.6
2/21/2008,0,0,0,0,14.1,13.4,13.9,169,-69,47,10.9,10.2,10.7
2/22/2008,0,169,10.67,3,13.4,12.9,13.1,218,-5,122,10.9,10.3,10.6
2/23/2008,0,0,0,0,13.8,12.9,13.3,171,-21,91,10.9,10,10.4
2/24/2008,0,0,0,0,13.5,13.2,13.4,154,-21,61,10.8,9.8,10.4
2/25/2008,2,205,8.63,4,13.8,12.9,13.3,251,43,124,12.3,10.1,10.6
2/26/2008,0,0,0,0,14.1,13.4,13.7,302,-21,120,10.5,10,10.2
2/27/2008,1,41,15.95,5,13.6,11.5,12.6,308,-5,163,11.1,10.2,10.7
2/28/2008,0,0,0,0,12.1,11,11.5,278,-36,131,11.3,10.3,10.8
2/29/2008,0,0,0,0,12.7,11.2,11.9,325,27,138,11.7,10.6,11
3/1/2008,0,0,0,0,13.7,12.2,12.9,232,-5,100,11.7,10.2,10.9
3/2/2008,0,0,0,0,14,12.8,13.3,216,-52,99,12.2,10.6,11.2
3/3/2008,0,309,13.54,4,14.2,13.2,13.7,297,27,136,12.2,10.2,11
3/4/2008,0,0,0,0,15.6,14,14.6,312,27,171,11.3,10,10.7
3/5/2008,0,0,0,0,16.4,15,15.7,215,-52,88,11.4,10.2,10.7
3/6/2008,0,0,0,0,16.4,15.2,15.8,233,-180,100,NA,NA,NA
3/7/2008,0,0,0,0,16.3,15.8,16,239,43,124,10.3,9.6,10
3/8/2008,0,0,0,0,16.6,15.1,16.1,217,-193,48,10.2,9.1,9.7
3/9/2008,0,0,0,0,15.6,14.3,14.9,234,-69,93,10.4,9.6,9.9
3/10/2008,0,0,0,0,15.7,14.4,14.9,248,11,121,11.3,9.7,10.4
3/11/2008,0,0,0,0,15.6,14.6,15.2,169,-36,85,11.1,9.9,10.5
3/12/2008,0,0,0,0,16.3,15,15.7,275,11,117,11.6,9.6,10.4
3/13/2008,0,1483,18.02,3,16.5,15.2,15.9,279,-21,90,11.7,9.3,10.3
3/14/2008,0,0,0,0,16.5,15.8,16.1,198,11,82,11,9.2,10
3/15/2008,0,0,0,0,17.5,15.9,16.6,245,-67,92,10.9,8.7,9.9
3/16/2008,0,0,0,0,18.2,16.6,17.4,323,-67,102,10.2,8.6,9.5
3/17/2008,0,0,0,0,17.4,16.8,17.1,152,-67,52,10.8,8.6,9.5
3/18/2008,0,0,0,0,NA,NA,NA,234,11,108,NA,NA,NA
3/19/2008,0,842,10.51,4,18.1,16.5,17.2,283,27,134,10.5,8.9,9.6
3/20/2008,0,0,0,0,18.6,17.5,18,541,-67,212,10.6,8.9,9.9
3/21/2008,0,0,0,0,NA,NA,NA,295,11,104,NA,NA,NA
3/22/2008,0,0,0,0,18.7,17.3,18,184,-36,64,10.6,9.4,10
3/23/2008,0,0,0,0,18.4,17.6,18,168,-67,51,10.9,9.3,10
3/24/2008,0,0,0,0,17.9,16.8,17.4,322,11,132,10.3,9.4,9.8
3/25/2008,0,0,0,0,17.6,16.2,16.8,197,-20,109,11.4,9.4,10.4
3/26/2008,11,879,13.92,3,NA,NA,NA,167,-36,88,NA,NA,NA
3/27/2008,0,0,0,0,18,16.6,17.3,152,-129,66,11.4,9.5,10.5
3/28/2008,0,0,0,0,18.8,17.4,18.1,151,-67,52,11.3,9.2,10.3
3/29/2008,0,0,0,0,18.8,17.7,18.3,183,-99,65,10.1,8.6,9.3
3/30/2008,0,0,0,0,17.7,16,16.9,151,-36,61,10.4,9.3,9.8
3/31/2008,0,0,0,0,16.4,15.7,16,231,11,116,10.8,8.8,9.7
4/1/2008,0,0,0,0,17.9,16.2,16.9,277,-21,120,11.2,9.2,10
4/2/2008,0,115,11.97,3,18.7,17.8,18.1,297,-181,94,11,9.2,10.1
4/3/2008,0,63,17.65,3,18,16.8,17.3,170,-5,94,9.9,9.2,9.5
4/4/2008,0,251,27.23,3,18.1,16.6,17.2,251,-21,121,10.6,9,9.8
4/5/2008,0,889,24.84,4,19.3,18.1,18.5,303,43,131,10.3,8.3,9.3
4/6/2008,99,529,19.88,4,20.3,18.8,19.3,387,12,140,10.1,8.3,9.1
4/7/2008,3255,1348,45.37,3,19.6,18.9,19.2,227,-22,93,8.5,7.9,8.1
4/8/2008,185,307,45.74,3,19.2,18.5,18.9,194,-38,89,8.2,7.2,7.8
4/9/2008,0,12,43.21,4,19.4,18.4,18.9,355,28,145,8.3,7,7.6
4/10/2008,0,3,53.5,44,19.1,18.6,18.9,7290,28,1540,8.8,7.4,8.2
4/11/2008,0,127,59.84,44,20.7,19,19.9,6170,-144,1540,9.3,7.5,8.7
4/12/2008,1938,7171,64.35,42,22,20.4,21.3,5690,-560,1470,8.9,8.2,8.6
4/13/2008,440,1121,74.03,42,21.5,20.4,21.1,5530,57,1480,8.3,7.8,8.1
4/14/2008,0,216,74.25,45,20.9,19.9,20.5,6100,47,1600,8,7.6,7.7
4/15/2008,0,1300,65.79,43,20.2,19.3,19.9,5460,-10,1500,8.5,7.5,8
4/16/2008,0,1195,71.17,40,19.3,18.4,18.8,5390,-10,1420,8.9,7.6,8.3
4/17/2008,148,486,63.48,38,18.7,17.6,18.2,5370,-196,1330,NA,NA,NA
4/18/2008,1309,1914,66.93,46,18.4,17.3,17.9,7980,-666,1610,NA,NA,NA
4/19/2008,237,1701,65.69,45,19.4,17.9,18.6,5650,101,1590,9.4,8.1,8.8
4/20/2008,220,1691,50.36,39,20,19.1,19.5,5480,-170,1380,9.8,7.7,8.6
4/21/2008,0,96,63.72,44,20.9,19.5,20.2,5730,-216,1560,8.6,7.9,8.3
4/22/2008,0,213,67.75,22,20.8,19.6,20.2,5080,-477,788,8.7,7.7,8.1
4/23/2008,0,59,63.67,22,20.5,19.8,20.1,5170,-34,781,8.1,6.9,7.7
4/24/2008,5,217,67.54,21,21.3,19.7,20.4,4980,-372,746,8.3,6.9,7.8
4/25/2008,0,175,66.88,24,21,19.9,20.4,5400,-682,858,8.4,6.9,7.8
4/26/2008,14,1089,60.73,22,22.3,20.6,21.5,5080,-294,769,9.3,7,7.9
4/27/2008,407,719,65.77,19,23.2,21.6,22.5,4850,-623,679,8.8,7.1,7.9
4/28/2008,109,217,64.64,8,NA,NA,NA,5700,79,914,NA,NA,NA
4/29/2008,2,55,68.05,21,22.9,21.6,22.2,5290,-330,729,8.4,7.1,7.9
4/30/2008,0,46,69.23,25,23,21.4,22.2,5270,-227,865,8.3,6.4,7.9
5/1/2008,0,76,70.2,24,23,21.6,22.2,5150,-381,857,8.4,7.4,7.8
5/2/2008,19,66,70.64,18,23.2,21.8,22.5,5010,-250,635,8.6,6.8,7.8
5/3/2008,43,30,50.7,22,23.1,21.9,22.5,5140,-218,777,8.3,7.2,7.9
5/4/2008,18,6,38.22,24,23.3,22.2,22.8,5070,-667,832,8.8,7.5,8.2
5/5/2008,9,90,44.25,27,24.1,22.7,23.7,8630,-522,951,8.7,7.5,8
5/6/2008,13,82,43.19,24,24,23.3,23.7,5230,-90,854,8.4,7.1,7.7
5/7/2008,0,24,45.35,16,24.5,23.3,23.9,4780,74,566,8.6,7.2,7.7
5/8/2008,0,0,10.19,5,NA,NA,NA,355,-5,170,NA,NA,NA
2/9/2009,0,119,47.4,126,11.1,9.8,10.4,269,-21,121,12.8,11.9,12.3
2/10/2009,0,662,85.8,170,NA,NA,NA,NA,NA,0,NA,NA,NA
2/11/2009,1,781,85.74,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2/12/2009,0,504,76.16,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2/13/2009,0,82,83.76,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2/14/2009,0,180,46.86,121,NA,NA,NA,NA,NA,0,NA,NA,NA
2/15/2009,1504,2415,74.91,128,NA,NA,NA,NA,NA,0,NA,NA,NA
2/16/2009,7,165,68.57,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2/17/2009,0,207,83.72,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2/18/2009,0,67,95.24,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2/19/2009,0,0,0.51,109,NA,NA,NA,NA,NA,0,NA,NA,NA
2/20/2009,0,0,0,124,NA,NA,NA,301,27,138,NA,NA,NA
2/21/2009,0,0,0,129,NA,NA,NA,271,28,132,NA,NA,NA
2/22/2009,0,0,0,115,NA,NA,NA,NA,NA,0,NA,NA,NA
2/23/2009,0,0,35.63,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2/24/2009,0,415,91.11,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2/25/2009,0,78,74.7,194,NA,NA,NA,NA,NA,0,NA,NA,NA
2/26/2009,0,30,75.58,171,NA,NA,NA,262,74,169,NA,NA,NA
2/27/2009,0,138,53.05,159,NA,NA,NA,340,58,154,NA,NA,NA
2/28/2009,0,1483,83.88,164,12.8,12.5,12.6,309,58,148,8.6,7.9,8.3
3/1/2009,0,1409,85.45,133,12.7,10.9,11.9,290,-5,124,9.1,7.8,8.4
3/2/2009,0,13,89.22,9221,11.3,9.4,10.5,21400,79,9280,12,8.3,10.5
3/3/2009,3,2,92.22,20800,9.4,8.4,8.9,24500,17100,20800,12.8,11.8,12.3
3/4/2009,39,68,91.61,23296,9.7,8.2,8.8,25900,21900,23500,13.2,12.2,12.7
3/5/2009,21,56,156.3,22279,10.5,8.8,9.5,25600,16200,22700,13.2,12.4,12.9
3/6/2009,13,10,265.59,20721,11.4,9.5,10.2,25200,17300,21400,13.3,12.6,12.9
3/7/2009,19,18,265.13,20325,12.7,10.5,11.3,25400,16200,20500,13.3,12.5,12.9
3/8/2009,9,19,265.45,17730,13.6,11.7,12.3,24900,4950,17400,13.2,12.6,12.8
3/9/2009,784,8,184.63,11438,15,13.2,13.9,23300,5010,11800,13,12.1,12.5
3/10/2009,0,0,0,6358,15.2,14.6,14.9,7040,4940,6390,12.7,11.9,12.3
3/11/2009,0,0,0,6107,15.9,14.8,15.5,7260,4450,6180,12.2,11.2,11.9
3/12/2009,2056,5872,222.65,7763,16.4,15.7,16.1,12300,5300,7860,12,11.4,11.7
3/13/2009,2142,3447,265.23,7645,NA,NA,NA,12400,5160,7910,NA,NA,NA
3/14/2009,524,3798,265.54,7794,13.6,12.5,12.9,14400,3920,7980,11.6,11,11.4
3/15/2009,5669,3341,265.33,8170,12.8,12.5,12.7,15100,2630,8360,12,11.2,11.5
3/16/2009,902,1290,263.35,9033,13,12.7,12.9,12700,1750,9000,11.8,11.2,11.5
3/17/2009,1141,2147,267.18,9092,13.5,12.9,13.1,13400,3380,9150,11.7,11.2,11.5
3/18/2009,9301,2524,269.51,8921,13.8,13.3,13.5,12700,4240,8790,11.9,11.1,11.6
3/19/2009,8961,6085,268.78,8735,15.1,13.8,14.3,19500,4760,8750,12.1,11.6,11.8
3/20/2009,15527,9115,269.54,9009,15.6,14.3,15.1,13000,5140,9040,12.1,11.4,11.7
3/21/2009,14056,9428,265.24,9150,14.7,13.7,14.1,13000,4530,9100,12,11.2,11.7
3/22/2009,16582,5605,265,9118,14.1,13.6,13.9,12800,5140,9070,11.9,11,11.7
3/23/2009,16089,3511,266.63,9338,15.2,14,14.4,13200,5690,9230,12.1,11.4,11.8
3/24/2009,20174,5201,264.98,9134,15.6,15.2,15.4,13500,5520,9120,12,11,11.7
3/25/2009,4485,2317,265.48,9057,15.5,14.8,15,12700,4740,9030,11.8,11.1,11.5
3/26/2009,8972,2819,265.51,9511,15.8,14.7,15,13200,5740,9460,11.5,11,11.2
3/27/2009,33017,4704,264.41,11235,16.1,15.4,15.6,17400,6100,11600,11.4,10.7,11
3/28/2009,99237,24749,264.73,12550,16.2,15.8,16,14100,11100,12500,11.4,10.6,11
3/29/2009,77467,26821,263.96,16229,17.5,16.1,16.6,23300,10600,16200,11.2,10.5,10.9
3/30/2009,8333,1024,265.8,22900,17,15.3,16.1,24800,21100,22700,11.6,10.4,11
3/31/2009,10409,1069,215.96,23104,17.2,16,16.6,24900,21300,23000,12,10.8,11.4
4/1/2009,1427,4262,237.79,23292,17,16.5,16.7,25300,21300,23300,11.9,11,11.5
4/2/2009,5563,229,237.19,23071,16.7,16.4,16.5,24900,21600,23200,11.8,11.1,11.4
4/3/2009,4579,4581,216.35,22967,18.1,16.4,17.1,24800,21400,23100,11.4,10.8,11.1
4/4/2009,23262,8804,266.46,23117,18.3,16.7,17.4,25300,16200,23000,11.5,10.8,11.1
4/5/2009,12883,5393,268.44,22721,18.1,17.1,17.6,24700,17600,22700,11.2,10.8,11
4/6/2009,3632,1178,250.82,20421,18.4,17.5,17.9,24300,13700,20400,11.2,10.8,10.9
4/7/2009,903,1013,269.07,19521,17.5,14.9,15.6,25300,16600,20100,11.8,10.9,11.3
4/8/2009,556,1182,268.79,14879,15,14.1,14.5,23700,5360,14500,11.9,11.3,11.7
4/9/2009,786,2458,268.19,6288,15.3,15,15.1,7560,5510,6360,11.7,11.3,11.5
4/10/2009,8531,117223,269.44,4168,17.4,15.3,16.4,7030,-578,4140,11.5,10.2,11.1
4/11/2009,4341,24188,200.43,4005,18.4,16.7,17.7,6830,68,3940,11.1,9.6,10.4
4/12/2009,2910,19449,80.67,3711,18.5,17.7,18,6300,-156,3790,10.9,9,10.3
4/13/2009,223,1861,77.86,5633,18.2,17.6,17.9,12200,121,5580,11.5,9.7,10.9
4/14/2009,715,559,165.44,9407,17.8,17.4,17.6,12800,5460,9360,11.2,10.2,10.7
4/15/2009,1661,1985,249.55,9084,18,17.5,17.8,17200,5640,9290,11.3,10,10.7
4/16/2009,1283,2911,253.14,9206,18.1,17.5,17.9,12800,4850,9190,11.8,11,11.4
4/17/2009,294,1309,253.45,11125,17.8,17,17.4,15300,5640,11300,12.1,11.4,11.6
4/18/2009,551,1517,259.61,13054,18.5,17,17.5,15800,11200,13200,12.3,11.6,12
4/19/2009,21,781,258.49,13250,18.6,17.8,18.1,16100,11800,13300,12.3,11.6,11.9
4/20/2009,1548,2212,272.88,12675,19.5,18.1,18.5,15400,11400,12800,12.2,11,11.5
4/21/2009,1266,2006,255.46,12338,19.7,19,19.2,13800,11500,12500,NA,NA,NA
4/22/2009,739,3339,254.38,10534,19.7,18.4,18.9,20400,4960,10400,NA,NA,NA
4/23/2009,1569,2394,254.31,9324,19.8,18.4,18.7,13200,5740,9460,NA,NA,NA
4/24/2009,1593,4123,255.32,7743,21.3,19.8,20.8,13000,6050,7800,NA,NA,NA
4/25/2009,351,24205,170.71,3285,23.5,21.3,22.2,6740,31,3410,NA,NA,NA
4/26/2009,59,8810,77.02,2907,24.1,22.2,23,6230,164,2960,NA,NA,NA
4/27/2009,3,3832,74.97,3109,24.4,23.1,23.6,6020,29,3130,NA,NA,NA
4/28/2009,0,1629,73.47,2720,24.9,23.5,24.1,5860,-133,2890,NA,NA,NA
4/29/2009,53,1210,73.18,2740,25.2,23.8,24.4,5910,54,2610,NA,NA,NA
4/30/2009,0,758,35.32,2530,25,24.1,24.6,20900,33,2770,NA,NA,NA
2/22/2010,0,0,84.96,22309,NA,NA,NA,24700,20500,22300,NA,NA,NA
2/23/2010,0,0,214.22,22383,NA,NA,NA,24500,20900,22400,11.3,11,11.2
2/24/2010,0,0,189.84,22452,NA,NA,NA,24800,21000,22500,11.4,10.9,11.2
2/25/2010,0,0,75.06,22073,8.8,8,8.5,24700,19500,22100,NA,NA,NA
2/26/2010,0,0,0,22083,NA,NA,NA,24500,19700,22100,NA,NA,NA
2/27/2010,0,0,0,22207,NA,NA,NA,23900,20700,22200,NA,NA,NA
2/28/2010,0,0,0,22328,8.5,7.3,7.8,24000,21000,22300,11.5,11.2,11.3
3/1/2010,0,0,0,22220,8.5,7.7,8.1,23900,14700,22200,11.6,11.2,11.4
3/2/2010,102,1,180.31,17666,8.3,7.4,7.8,23500,3630,17600,11.5,11.1,11.3
3/3/2010,17,87,279.78,12230,7.7,7.4,7.5,23900,2810,12200,11.7,11.1,11.4
3/4/2010,28,64,281.22,11901,8.3,7.4,7.8,24200,5900,11900,11.6,11.2,11.4
3/5/2010,16,46,286.15,12314,8.8,7.8,8.3,22800,4700,12300,11.6,11.1,11.4
3/6/2010,29,100,290.9,11193,NA,NA,NA,23000,1530,11200,NA,NA,NA
3/7/2010,31,92,288.44,11451,9.3,7.8,8.7,22700,2920,11400,11.5,11,11.3
3/8/2010,11,59,257.57,11857,NA,NA,NA,22900,3400,11800,NA,NA,NA
3/9/2010,7,48,243.62,7621,NA,NA,NA,20400,5520,7620,NA,NA,NA
3/10/2010,0,0,0,7077,11.7,10.5,11.4,17000,5480,7060,11.2,10.8,10.9
3/11/2010,1,1480,267.6,6841,11.6,11.3,11.5,7940,5780,6840,11,10.5,10.8
3/12/2010,29,1516,266.7,6536,11.8,11.5,11.6,7890,3690,6540,10.7,10.4,10.6
3/13/2010,252,5242,276.42,6374,12.5,11.6,12.2,7730,2660,6370,10.6,10.3,10.5
3/14/2010,24,2655,267.36,6762,12.9,11.9,12.6,7810,4330,6770,10.3,10,10.1
3/15/2010,222,398,258.51,6708,12.4,11.7,12,8930,3610,6710,10.2,10,10.1
3/16/2010,77,1429,245.14,6136,12.5,11.7,12.2,8160,2320,6140,10.4,10,10.2
