,Date,Water.temp.max,Water.temp.min,Water.temp.mean,Discharge.max,Discharge.min,Discharge.mean,DO.max,DO.min,DO.mean,Month
959,3/21/2005,NA,NA,NA,22100,4550,11000,NA,NA,NA,3
960,3/22/2005,NA,NA,NA,23100,5950,11000,NA,NA,NA,3
961,3/23/2005,NA,NA,NA,24100,5550,11000,NA,NA,NA,3
962,3/24/2005,NA,NA,NA,22900,4950,10600,NA,NA,NA,3
963,3/25/2005,NA,NA,NA,23000,5390,10400,NA,NA,NA,3
964,3/26/2005,NA,NA,NA,22800,5800,10700,NA,NA,NA,3
965,3/27/2005,NA,NA,NA,24100,5660,15200,NA,NA,NA,3
966,3/28/2005,NA,NA,NA,24500,6740,15800,NA,NA,NA,3
967,3/29/2005,NA,NA,NA,25000,21700,23100,NA,NA,NA,3
968,3/30/2005,NA,NA,NA,25400,21400,23500,NA,NA,NA,3
969,3/31/2005,NA,NA,NA,25700,22100,23700,NA,NA,NA,3
970,4/1/2005,NA,NA,NA,25700,21800,23800,NA,NA,NA,4
971,4/2/2005,NA,NA,NA,26200,22400,23900,NA,NA,NA,4
972,4/3/2005,NA,NA,NA,25800,20000,23800,NA,NA,NA,4
973,4/4/2005,NA,NA,NA,26200,21600,23900,NA,NA,NA,4
974,4/5/2005,NA,NA,NA,25800,22600,24000,NA,NA,NA,4
975,4/6/2005,NA,NA,NA,25800,21600,24000,NA,NA,NA,4
976,4/7/2005,NA,NA,NA,26200,22600,23900,NA,NA,NA,4
977,4/8/2005,NA,NA,NA,25900,21700,23600,NA,NA,NA,4
978,4/9/2005,NA,NA,NA,25200,21500,23200,NA,NA,NA,4
979,4/10/2005,NA,NA,NA,25300,21600,23300,NA,NA,NA,4
980,4/11/2005,NA,NA,NA,25400,22100,23500,NA,NA,NA,4
981,4/12/2005,NA,NA,NA,25300,21700,23600,NA,NA,NA,4
982,4/13/2005,NA,NA,NA,25200,21600,23400,NA,NA,NA,4
983,4/14/2005,NA,NA,NA,24700,13400,22400,NA,NA,NA,4
984,4/15/2005,NA,NA,NA,25200,14700,23000,NA,NA,NA,4
985,4/16/2005,NA,NA,NA,25800,20200,23100,NA,NA,NA,4
986,4/17/2005,NA,NA,NA,25000,20500,23300,NA,NA,NA,4
987,4/18/2005,NA,NA,NA,25300,22100,23600,NA,NA,NA,4
988,4/19/2005,NA,NA,NA,25700,18100,22700,NA,NA,NA,4
989,4/20/2005,NA,NA,NA,24400,3230,16200,NA,NA,NA,4
990,4/21/2005,NA,NA,NA,24700,4540,15200,NA,NA,NA,4
991,4/22/2005,NA,NA,NA,23400,6340,10100,NA,NA,NA,4
992,4/23/2005,NA,NA,NA,8630,5780,7320,NA,NA,NA,4
993,4/24/2005,NA,NA,NA,NA,NA,6310,NA,NA,NA,4
994,4/25/2005,NA,NA,NA,23000,5480,10700,NA,NA,NA,4
995,4/26/2005,NA,NA,NA,24000,6120,11100,NA,NA,NA,4
996,4/27/2005,NA,NA,NA,22600,4440,10100,NA,NA,NA,4
997,4/28/2005,NA,NA,NA,22800,4930,10800,NA,NA,NA,4
998,4/29/2005,NA,NA,NA,22500,250,10600,NA,NA,NA,4
999,4/30/2005,NA,NA,NA,23600,-1320,10800,NA,NA,NA,4
1000,5/1/2005,NA,NA,NA,17600,-2640,9260,NA,NA,NA,5
1001,5/2/2005,NA,NA,NA,15500,-574,10600,NA,NA,NA,5
1002,5/3/2005,NA,NA,NA,15900,-535,8940,NA,NA,NA,5
1003,5/4/2005,NA,NA,NA,16300,-362,9120,NA,NA,NA,5
1004,5/5/2005,NA,NA,NA,14700,-676,6120,NA,NA,NA,5
1005,5/6/2005,NA,NA,NA,14300,-1080,5580,NA,NA,NA,5
1006,5/7/2005,NA,NA,NA,14500,-249,5960,NA,NA,NA,5
1007,5/8/2005,NA,NA,NA,14600,-276,6070,NA,NA,NA,5
1008,5/9/2005,NA,NA,NA,14500,-917,3120,NA,NA,NA,5
1009,5/10/2005,NA,NA,NA,13500,-107,2780,NA,NA,NA,5
1010,5/11/2005,NA,NA,NA,13700,-250,2990,NA,NA,NA,5
1011,5/12/2005,NA,NA,NA,13900,-340,3120,NA,NA,NA,5
1012,5/13/2005,NA,NA,NA,13900,-1020,3270,NA,NA,NA,5
1013,5/14/2005,NA,NA,NA,603,-82.8,205,NA,NA,NA,5
1014,5/15/2005,NA,NA,NA,462,-153,94.3,NA,NA,NA,5
1015,5/16/2005,NA,NA,NA,391,-105,102,NA,NA,NA,5
1016,5/17/2005,NA,NA,NA,201,-158,42.1,NA,NA,NA,5
1017,5/18/2005,NA,NA,NA,1980,-241,133,NA,NA,NA,5
1018,5/19/2005,NA,NA,NA,336,-56.7,144,NA,NA,NA,5
1019,5/20/2005,NA,NA,NA,251,-72.8,98.3,NA,NA,NA,5
1020,5/21/2005,NA,NA,NA,181,-38.9,86.7,NA,NA,NA,5
1021,5/22/2005,NA,NA,NA,297,-122,94.6,NA,NA,NA,5
1022,5/23/2005,NA,NA,NA,13700,-599,2890,NA,NA,NA,5
1023,5/24/2005,NA,NA,NA,20800,-1290,5760,NA,NA,NA,5
1024,5/25/2005,NA,NA,NA,14500,-1680,6430,NA,NA,NA,5
1025,5/26/2005,NA,NA,NA,21100,-139,5840,NA,NA,NA,5
1026,5/27/2005,NA,NA,NA,23100,-703,9020,NA,NA,NA,5
1027,5/28/2005,NA,NA,NA,21800,-3160,5860,NA,NA,NA,5
1028,5/29/2005,NA,NA,NA,21300,-1290,5800,NA,NA,NA,5
1029,5/30/2005,NA,NA,NA,21100,-1480,5000,NA,NA,NA,5
1030,5/31/2005,NA,NA,NA,22300,-795,5960,NA,NA,NA,5
1031,1/1/2006,NA,NA,NA,22700,-4410,9590,NA,NA,NA,1
1032,1/2/2006,NA,NA,NA,25500,-1010,17000,NA,NA,NA,1
1033,1/3/2006,NA,NA,NA,24800,17900,21400,NA,NA,NA,1
1034,1/4/2006,NA,NA,NA,25400,18100,21800,NA,NA,NA,1
1035,1/5/2006,NA,NA,NA,25200,18100,21500,NA,NA,NA,1
1036,1/6/2006,NA,NA,NA,25200,17500,21800,NA,NA,NA,1
1037,1/7/2006,NA,NA,NA,25400,18000,21900,NA,NA,NA,1
1038,1/8/2006,NA,NA,NA,25200,18000,21800,NA,NA,NA,1
1039,1/9/2006,NA,NA,NA,25500,17200,21800,NA,NA,NA,1
1040,1/10/2006,NA,NA,NA,25900,18000,22100,NA,NA,NA,1
1041,1/11/2006,NA,NA,NA,25600,18900,21800,NA,NA,NA,1
1042,1/12/2006,NA,NA,NA,26300,14700,22100,NA,NA,NA,1
1043,1/13/2006,NA,NA,NA,23900,-3510,10000,NA,NA,NA,1
1044,1/14/2006,NA,NA,NA,24300,-2720,14400,NA,NA,NA,1
1045,1/15/2006,NA,NA,NA,26000,-2060,12800,NA,NA,NA,1
1046,1/16/2006,NA,NA,NA,23200,-2170,9190,NA,NA,NA,1
1047,1/17/2006,NA,NA,NA,23600,-2300,9070,NA,NA,NA,1
1048,1/18/2006,NA,NA,NA,23300,-3360,12000,NA,NA,NA,1
1049,1/19/2006,NA,NA,NA,24500,-2790,13800,NA,NA,NA,1
1050,1/20/2006,NA,NA,NA,25100,4710,15300,NA,NA,NA,1
1051,1/21/2006,NA,NA,NA,24400,-3680,15000,NA,NA,NA,1
1052,1/22/2006,NA,NA,NA,24500,-3850,15100,NA,NA,NA,1
1053,1/23/2006,NA,NA,NA,24400,-1190,15300,NA,NA,NA,1
1054,1/24/2006,NA,NA,NA,24100,-846,15300,NA,NA,NA,1
1055,1/25/2006,NA,NA,NA,26000,-5390,16200,NA,NA,NA,1
1056,1/26/2006,NA,NA,NA,23600,-3100,13400,NA,NA,NA,1
1057,1/27/2006,NA,NA,NA,23900,-5080,14400,NA,NA,NA,1
1058,1/28/2006,NA,NA,NA,24000,-1480,15600,NA,NA,NA,1
1059,1/29/2006,NA,NA,NA,23600,-98.4,15400,NA,NA,NA,1
1060,1/30/2006,NA,NA,NA,26100,-5990,15200,NA,NA,NA,1
1061,1/31/2006,NA,NA,NA,24000,-1930,12700,NA,NA,NA,1
1062,2/1/2006,NA,NA,NA,24900,-1190,13300,NA,NA,NA,2
1063,2/2/2006,NA,NA,NA,23800,-1490,8670,NA,NA,NA,2
1064,2/3/2006,NA,NA,NA,21700,-548,6860,NA,NA,NA,2
1065,2/4/2006,NA,NA,NA,21200,-1910,6080,NA,NA,NA,2
1066,2/5/2006,NA,NA,NA,21700,-854,5600,NA,NA,NA,2
1067,2/6/2006,NA,NA,NA,21200,-1490,5940,NA,NA,NA,2
1068,2/7/2006,NA,NA,NA,21900,-15.9,5930,NA,NA,NA,2
1069,2/8/2006,NA,NA,NA,21800,-2460,8930,NA,NA,NA,2
1070,2/9/2006,NA,NA,NA,21400,-1760,7110,NA,NA,NA,2
1071,2/10/2006,NA,NA,NA,22800,-411,9220,NA,NA,NA,2
1072,2/11/2006,NA,NA,NA,13900,-953,4530,NA,NA,NA,2
1073,2/12/2006,NA,NA,NA,22800,-2040,6180,NA,NA,NA,2
1074,2/13/2006,NA,NA,NA,21700,-1140,6140,NA,NA,NA,2
1075,2/14/2006,NA,NA,NA,20100,-437,5850,NA,NA,NA,2
1076,2/15/2006,NA,NA,NA,21300,-1060,5750,NA,NA,NA,2
1077,2/16/2006,NA,NA,NA,22300,-354,6570,NA,NA,NA,2
1078,2/17/2006,NA,NA,NA,21800,-844,7110,NA,NA,NA,2
1079,2/18/2006,NA,NA,NA,21300,-1010,6210,NA,NA,NA,2
1080,2/19/2006,NA,NA,NA,22300,-1920,5840,NA,NA,NA,2
1081,2/20/2006,NA,NA,NA,21900,-733,5750,NA,NA,NA,2
1082,2/21/2006,NA,NA,NA,21900,-150,5790,NA,NA,NA,2
1083,2/22/2006,NA,NA,NA,20100,-1700,4590,NA,NA,NA,2
1084,2/23/2006,NA,NA,NA,18800,-154,973,NA,NA,NA,2
1085,2/24/2006,NA,NA,NA,19100,-48.5,1360,NA,NA,NA,2
1086,2/25/2006,NA,NA,NA,11600,-349,461,NA,NA,NA,2
1087,2/26/2006,NA,NA,NA,462,-5.55,196,NA,NA,NA,2
1088,2/27/2006,NA,NA,NA,18700,-7.79,2050,NA,NA,NA,2
1089,2/28/2006,NA,NA,NA,7520,-283,3590,NA,NA,NA,2
1090,3/1/2006,NA,NA,NA,7160,-13.3,3270,NA,NA,NA,3
1091,3/2/2006,NA,NA,NA,20300,-546,4050,NA,NA,NA,3
1092,3/3/2006,NA,NA,NA,7290,-518,3450,NA,NA,NA,3
1093,3/4/2006,NA,NA,NA,7000,-115,3180,NA,NA,NA,3
1094,3/5/2006,NA,NA,NA,7580,-13.4,3400,NA,NA,NA,3
1095,3/6/2006,NA,NA,NA,6910,67.3,3170,NA,NA,NA,3
1096,3/7/2006,NA,NA,NA,6910,67.3,3220,NA,NA,NA,3
1097,3/8/2006,NA,NA,NA,6870,-46,3180,NA,NA,NA,3
1098,3/9/2006,NA,NA,NA,16300,-368,2330,NA,NA,NA,3
1099,3/10/2006,NA,NA,NA,6710,-236,1600,NA,NA,NA,3
1100,3/11/2006,NA,NA,NA,6380,-267,1660,NA,NA,NA,3
1101,3/12/2006,NA,NA,NA,6380,-199,1570,NA,NA,NA,3
1102,3/13/2006,NA,NA,NA,6350,-296,995,NA,NA,NA,3
1103,3/14/2006,NA,NA,NA,5880,-576,891,NA,NA,NA,3
1104,3/15/2006,NA,NA,NA,10500,-438,1100,NA,NA,NA,3
1105,3/16/2006,NA,NA,NA,10300,-368,1400,NA,NA,NA,3
1106,3/17/2006,NA,NA,NA,6340,-1060,916,NA,NA,NA,3
1107,3/18/2006,NA,NA,NA,6230,-682,927,NA,NA,NA,3
1108,3/19/2006,NA,NA,NA,6330,-127,981,NA,NA,NA,3
1109,3/20/2006,NA,NA,NA,14400,-588,1130,NA,NA,NA,3
1110,3/21/2006,NA,NA,NA,6320,75.2,1160,NA,NA,NA,3
1111,3/22/2006,NA,NA,NA,6300,-39.6,984,NA,NA,NA,3
1112,3/23/2006,NA,NA,NA,6040,-283,849,NA,NA,NA,3
1113,3/24/2006,NA,NA,NA,6430,-228,985,NA,NA,NA,3
1114,3/25/2006,NA,NA,NA,6300,-70.1,941,NA,NA,NA,3
1115,3/26/2006,NA,NA,NA,6410,-6.55,1000,NA,NA,NA,3
1116,3/27/2006,NA,NA,NA,6270,-273,845,NA,NA,NA,3
1117,3/28/2006,NA,NA,NA,6440,-310,938,NA,NA,NA,3
1118,3/29/2006,NA,NA,NA,5300,-382,742,NA,NA,NA,3
1119,3/30/2006,NA,NA,NA,5900,-285,942,NA,NA,NA,3
1120,3/31/2006,NA,NA,NA,6060,-451,908,NA,NA,NA,3
1121,4/1/2006,NA,NA,NA,5960,-506,819,NA,NA,NA,4
1122,4/2/2006,NA,NA,NA,6120,-1460,884,NA,NA,NA,4
1123,4/3/2006,NA,NA,NA,5860,-364,843,NA,NA,NA,4
1124,4/4/2006,NA,NA,NA,11800,-118,966,NA,NA,NA,4
1125,4/5/2006,NA,NA,NA,5990,-267,823,NA,NA,NA,4
1126,4/6/2006,NA,NA,NA,6080,-302,1000,NA,NA,NA,4
1127,4/7/2006,NA,NA,NA,5950,-624,767,NA,NA,NA,4
1128,4/8/2006,NA,NA,NA,5970,-652,979,NA,NA,NA,4
1129,4/9/2006,NA,NA,NA,5740,-46.3,967,NA,NA,NA,4
1130,4/10/2006,NA,NA,NA,5040,-308,750,NA,NA,NA,4
1131,4/11/2006,NA,NA,NA,6150,-209,927,NA,NA,NA,4
1132,4/12/2006,NA,NA,NA,6260,-598,879,NA,NA,NA,4
1133,4/13/2006,NA,NA,NA,5990,-201,786,NA,NA,NA,4
1134,4/14/2006,NA,NA,NA,5960,-707,884,NA,NA,NA,4
1135,4/15/2006,NA,NA,NA,5820,-121,787,NA,NA,NA,4
1136,4/16/2006,NA,NA,NA,6540,-322,757,NA,NA,NA,4
1137,4/17/2006,NA,NA,NA,6080,-467,815,NA,NA,NA,4
1138,4/18/2006,NA,NA,NA,6150,48.4,939,NA,NA,NA,4
1139,4/19/2006,NA,NA,NA,332,11.6,193,NA,NA,NA,4
1140,4/20/2006,NA,NA,NA,412,60.9,199,NA,NA,NA,4
1141,4/21/2006,NA,NA,NA,16700,60.5,932,NA,NA,NA,4
1142,4/22/2006,NA,NA,NA,549,-21.4,192,NA,NA,NA,4
1143,4/23/2006,NA,NA,NA,634,11.7,219,NA,NA,NA,4
1144,4/24/2006,NA,NA,NA,327,-54.4,112,NA,NA,NA,4
1145,4/25/2006,NA,NA,NA,14300,-37.5,573,NA,NA,NA,4
1146,4/26/2006,NA,NA,NA,422,-56.3,206,NA,NA,NA,4
1147,4/27/2006,NA,NA,NA,476,29.4,202,NA,NA,NA,4
1148,4/28/2006,NA,NA,NA,374,76.5,189,NA,NA,NA,4
1149,4/29/2006,NA,NA,NA,191,-168,19.6,NA,NA,NA,4
1150,4/30/2006,NA,NA,NA,6780,-333,184,NA,NA,NA,4
1151,5/1/2006,NA,NA,NA,5020,-636,212,NA,NA,NA,5
1152,5/2/2006,NA,NA,NA,301,-4.83,117,NA,NA,NA,5
1153,5/3/2006,NA,NA,NA,316,-36.8,105,NA,NA,NA,5
1154,5/4/2006,NA,NA,NA,206,-69.2,90.7,NA,NA,NA,5
1155,5/5/2006,NA,NA,NA,236,-37.1,103,NA,NA,NA,5
1156,5/6/2006,NA,NA,NA,398,-4.83,145,NA,NA,NA,5
1157,5/7/2006,NA,NA,NA,246,-37,91.9,NA,NA,NA,5
1158,5/8/2006,NA,NA,NA,385,44.1,155,NA,NA,NA,5
1159,5/9/2006,NA,NA,NA,13600,-137,324,NA,NA,NA,5
1160,5/10/2006,NA,NA,NA,320,11.3,119,NA,NA,NA,5
1161,5/11/2006,NA,NA,NA,5460,-479,453,NA,NA,NA,5
1162,5/12/2006,NA,NA,NA,191,-182,48.2,NA,NA,NA,5
1163,5/13/2006,NA,NA,NA,238,-37.3,74.9,NA,NA,NA,5
1164,5/14/2006,NA,NA,NA,205,-4.84,94.8,NA,NA,NA,5
1165,5/15/2006,NA,NA,NA,15100,27.7,580,NA,NA,NA,5
1166,5/16/2006,NA,NA,NA,303,-53.7,110,NA,NA,NA,5
1167,5/17/2006,NA,NA,NA,191,-69.6,62,NA,NA,NA,5
1168,5/18/2006,NA,NA,NA,189,-101,48.7,NA,NA,NA,5
1169,5/19/2006,NA,NA,NA,205,-20.9,92,NA,NA,NA,5
1170,5/20/2006,NA,NA,NA,18500,-228,1340,NA,NA,NA,5
1171,5/21/2006,NA,NA,NA,256,-213,103,NA,NA,NA,5
1172,5/22/2006,NA,NA,NA,436,-89.5,80.3,NA,NA,NA,5
1173,5/23/2006,NA,NA,NA,197,-156,72.9,NA,NA,NA,5
1174,5/24/2006,NA,NA,NA,323,-21.6,131,NA,NA,NA,5
1175,5/25/2006,NA,NA,NA,242,-70,99.9,NA,NA,NA,5
1176,5/26/2006,NA,NA,NA,9450,-278,274,NA,NA,NA,5
1177,5/27/2006,NA,NA,NA,417,-54,152,NA,NA,NA,5
1178,5/28/2006,NA,NA,NA,254,-53.7,108,NA,NA,NA,5
1179,5/29/2006,NA,NA,NA,300,-53.1,140,NA,NA,NA,5
1180,5/30/2006,NA,NA,NA,267,-84.9,109,NA,NA,NA,5
1181,5/31/2006,NA,NA,NA,251,-179,77.7,NA,NA,NA,5
1182,1/1/2007,14.8,14.1,14.4,23500,-2480,13900,10.3,9.7,10.1,1
1183,1/2/2007,14.3,13.2,13.6,23600,-1150,12400,10.6,9.8,10.1,1
1184,1/3/2007,13.6,12.7,13,24600,-4370,14100,10.6,10,10.3,1
1185,1/4/2007,14.1,13.3,13.6,23900,-5810,14200,10.5,10.1,10.3,1
1186,1/5/2007,14.7,14,14.2,25500,21600,23400,10.5,10.1,10.3,1
1187,1/6/2007,15.3,14.5,14.8,25500,21200,23100,10.6,9.9,10.2,1
1188,1/7/2007,15.1,14.6,14.9,24700,21800,23400,10.3,9.9,10,1
1189,1/8/2007,15.2,14.4,15.1,24900,21600,23400,10.1,9.8,9.9,1
1190,1/9/2007,14.4,12.8,13.6,26000,21800,23600,10.2,9.9,10,1
1191,1/10/2007,NA,NA,NA,NA,NA,23000,NA,NA,NA,1
1192,1/11/2007,12.5,11.6,12,NA,NA,23000,10.7,10.2,10.4,1
1193,1/12/2007,13.3,12.1,12.6,NA,NA,23000,10.7,10.2,10.5,1
1194,1/13/2007,13.8,12.9,13.2,25400,22000,23700,10.8,10.3,10.5,1
1195,1/14/2007,14,13.2,13.5,25600,21800,23600,11.1,10.3,10.6,1
1196,1/15/2007,14.8,13.5,14,25900,21800,23300,11.6,10.6,11,1
1197,1/16/2007,14.5,14.1,14.3,24700,21600,23100,11.2,10.9,11,1
1198,1/17/2007,14.1,11.9,12.8,NA,NA,22800,11,10.6,10.8,1
1199,1/18/2007,11.9,10.6,11.1,NA,NA,22800,11,10.7,10.9,1
1200,1/19/2007,11.3,10.4,10.7,24500,21200,22700,11.2,10.7,10.9,1
1201,1/20/2007,11.4,10.6,11,24800,21300,22800,11.1,10.8,10.9,1
1202,1/21/2007,11.2,10.6,10.9,24600,21400,22800,11,10.3,10.7,1
1203,1/22/2007,11.3,11,11.2,24600,21400,22600,10.8,10.5,10.6,1
1204,1/23/2007,11.3,10.8,11,24000,21200,22600,10.8,10.4,10.6,1
1205,1/24/2007,10.8,10.4,10.5,24100,21100,22700,10.8,10.4,10.7,1
1206,1/25/2007,10.8,10.2,10.4,24400,21300,22700,10.8,10.5,10.7,1
1207,1/26/2007,10.5,9.6,10,25000,21700,23100,10.9,10.4,10.7,1
1208,1/27/2007,10.3,9.3,9.8,24400,21400,23100,11,10.6,10.8,1
1209,1/28/2007,10.8,10,10.3,24900,21300,22900,11,10.6,10.8,1
1210,1/29/2007,10.2,8,8.7,24900,20900,22900,11.3,10.8,11,1
1211,1/30/2007,8.8,8.2,8.4,24600,17300,22800,11.3,10.9,11.1,1
1212,1/31/2007,8.6,7.9,8.2,23900,17200,20100,11.3,11,11.1,1
1213,2/1/2007,8.4,7.7,7.8,24200,16700,20600,11.2,10.9,11,2
1214,2/2/2007,NA,NA,NA,24400,5180,17300,NA,NA,NA,2
1215,2/3/2007,8.6,7.8,8.1,23700,6550,16000,11.4,10.9,11.1,2
1216,2/4/2007,8.2,7.6,7.8,22800,6030,14600,11.6,11,11.3,2
1217,2/5/2007,8.1,7.5,7.7,24700,2570,14800,11.6,11,11.3,2
1218,2/6/2007,7.9,7,7.4,23300,-169,14600,11.6,11.2,11.4,2
1219,2/7/2007,8.6,7.1,7.6,23200,2930,10500,11.7,11.2,11.4,2
1220,2/8/2007,8.6,8.2,8.5,21900,5590,7040,11.7,11.2,11.4,2
1221,2/9/2007,8.8,8.4,8.6,6960,-461,5870,11.6,11.2,11.4,2
1222,2/10/2007,9.3,8.3,8.6,18400,-1390,4780,11.4,10.8,11.2,2
1223,2/11/2007,9.7,8.2,8.7,20300,-2590,4970,11.9,10.6,11.4,2
1224,2/12/2007,9.2,8.3,8.8,14000,-964,5480,11.6,10.9,11.3,2
1225,2/13/2007,10.2,9,9.6,11300,-310,4690,11.5,10.5,11.3,2
1226,2/14/2007,10.7,10.2,10.4,6400,81.3,4540,11.3,10.8,11.1,2
1227,2/15/2007,10.5,9.2,10.1,6320,-14.1,4500,10.9,10.6,10.8,2
1228,2/16/2007,NA,NA,NA,21200,-1430,5590,NA,NA,NA,2
1229,2/17/2007,NA,NA,NA,21100,-1000,5680,NA,NA,NA,2
1230,2/18/2007,9.4,8.4,8.8,20700,-1210,5790,11.5,11,11.2,2
1231,2/19/2007,8.6,8.1,8.4,20700,341,6610,11.4,11,11.2,2
1232,2/20/2007,9.1,8.1,8.7,7480,5360,6140,NA,NA,NA,2
1233,2/21/2007,9.8,8.8,9.5,6930,5650,6170,11.3,10.8,11.1,2
1234,2/22/2007,10.8,9.7,10.2,20100,4880,6720,10.9,10.6,10.8,2
1235,2/23/2007,11.6,10.6,11.2,18500,5170,6830,11,10.7,10.8,2
1236,2/24/2007,11.2,10.4,10.9,16000,4840,6290,11.1,10.7,10.9,2
1237,2/25/2007,11.2,10.4,10.9,6620,5600,6160,11,10.8,10.9,2
1238,2/26/2007,12.3,11.1,11.9,7210,5050,6150,10.8,10.4,10.6,2
1239,2/27/2007,12.8,11.9,12.5,19000,5150,6450,10.6,10.3,10.5,2
1240,2/28/2007,13.6,12.4,13.1,6880,5400,6190,10.8,10.4,10.6,2
1241,3/1/2007,13.7,13,13.5,6990,4300,6270,10.8,10.5,10.7,3
1242,3/2/2007,15,13.4,14.2,23500,319,15200,10.5,9.7,10.3,3
1243,3/3/2007,13.8,12.9,13.2,24500,21300,22700,10.7,10.1,10.4,3
1244,3/4/2007,NA,NA,NA,25200,19700,22900,NA,NA,NA,3
1245,3/5/2007,13,11.7,12.3,25000,21400,23200,10.9,10.3,10.6,3
1246,3/6/2007,13.2,11.6,12.3,24700,20100,23000,11,10.6,10.7,3
1247,3/7/2007,13.7,12.1,12.8,25500,21600,23400,11.2,10.6,10.8,3
1248,3/8/2007,13.6,12.6,13.1,25700,19000,23400,11.2,10.6,10.9,3
1249,3/9/2007,13.3,12.5,12.9,25000,19400,23000,11.3,10.7,11,3
1250,3/10/2007,14.1,12.6,13.2,24800,20700,23000,11.5,10.7,11,3
1251,3/11/2007,14.7,13.4,13.9,25300,21000,23100,11.8,10.9,11.3,3
1252,3/12/2007,15.2,13.9,14.5,25700,21200,23200,11.8,11.1,11.5,3
1253,3/13/2007,16.4,14.7,15.3,24900,21400,23100,12.1,11.3,11.7,3
1254,3/14/2007,16.4,15.4,15.9,24100,21200,22700,12.2,11.3,11.7,3
1255,3/15/2007,17.1,15.8,16.3,24600,21600,22900,12.1,11.4,11.6,3
1256,3/16/2007,16.9,16.4,16.6,24100,20200,22600,11.5,10.6,11,3
1257,3/17/2007,16.4,14.9,15.4,24200,20500,22100,10.6,9.9,10.4,3
1258,3/18/2007,14.9,13.7,14.2,24500,20200,22500,10.7,9.9,10.4,3
1259,3/19/2007,14.9,13.5,14.1,24600,3970,20900,10.7,10.1,10.3,3
1260,3/20/2007,15.9,14.1,14.7,24200,3820,13000,10.8,10.1,10.4,3
1261,3/21/2007,16.2,15.5,15.8,23200,5250,12500,11.1,10.3,10.6,3
1262,3/22/2007,16.9,15.7,16,22700,2800,9890,11.1,10.6,10.8,3
1263,3/23/2007,18.4,16.8,17.3,21300,3920,8870,11.4,10.8,11,3
1264,3/24/2007,18.6,17.9,18.4,21200,5160,8520,11.3,10.6,10.9,3
1265,3/25/2007,20.2,18.6,19.6,21600,3280,8050,11,10.2,10.7,3
1266,3/26/2007,20.2,19,19.7,7390,5290,6420,10.5,9.8,10.1,3
1267,3/27/2007,19.6,19,19.2,7450,4520,6080,10,9.7,9.8,3
1268,3/28/2007,20.5,19.3,20,7060,-304,4500,9.9,8.8,9.6,3
1269,3/29/2007,20.2,19.7,20,6020,-278,2940,9.4,8,8.8,3
1270,3/30/2007,20.1,19.3,19.6,5960,-471,2720,NA,NA,NA,3
1271,3/31/2007,19.3,18.8,19,6130,-325,2940,9,7.4,8.5,3
1272,4/1/2007,19.8,18.6,19.2,5980,25,2970,NA,NA,NA,4
1273,4/2/2007,20.9,19.5,20.2,6640,-215,2950,9.3,7.2,8.7,4
1274,4/3/2007,21.9,20.5,21.3,6000,20.2,2850,9,7.3,8.6,4
1275,4/4/2007,22.2,21.4,21.7,5900,-515,3250,8.9,7.6,8.4,4
1276,4/5/2007,22.1,21.1,21.5,6000,-96,2940,8.7,7.5,8.2,4
1277,4/6/2007,21.4,19.7,20.5,6140,128,2860,8.8,6.8,8.4,4
1278,4/7/2007,19.7,17.9,18.6,5940,65.8,2910,9.2,7.7,8.6,4
1279,4/8/2007,17.9,16.3,17,6090,-223,2940,9.3,7.7,8.9,4
1280,4/9/2007,16.3,15.3,15.6,5990,-381,2800,9.6,8.5,9.2,4
1281,4/10/2007,15.3,14.9,15.1,6610,-12.4,3020,9.6,8.9,9.3,4
1282,4/11/2007,15.7,14.9,15.3,17400,-96.5,3070,9.7,9,9.5,4
1283,4/12/2007,16.8,15.7,16.3,6350,-53.4,2950,9.8,9.1,9.5,4
1284,4/13/2007,18.2,16.2,17.2,6270,-217,2920,9.7,8.6,9.4,4
1285,4/14/2007,18.8,17.5,18.2,19600,-211,4060,9.6,8.7,9.3,4
1286,4/15/2007,20,18.5,19.1,6210,-752,2960,9.2,8.7,9,4
1287,4/16/2007,19.4,18,18.6,16000,-257,3350,8.8,8,8.6,4
1288,4/17/2007,18.1,16.9,17.3,6490,-108,3160,9.3,8,8.8,4
1289,4/18/2007,17,16.5,16.8,6040,-12.9,2900,9.3,8.2,9,4
1290,4/19/2007,18,16.6,17.3,6170,-12.6,2930,9.2,8,8.9,4
1291,4/20/2007,18.1,17.4,17.8,5970,-509,2930,9.6,8.1,9.2,4
1292,4/21/2007,18.4,17.5,18,6040,192,2840,9.7,8.8,9.4,4
1293,4/22/2007,19.3,17.7,18.6,6480,44.5,3060,9.6,8.6,9.4,4
1294,4/23/2007,20.8,18.7,19.9,18900,96.6,3250,9.5,8.4,9.2,4
1295,4/24/2007,21.7,20,20.8,6020,147,3130,9.1,8.5,8.8,4
1296,4/25/2007,22.3,21.2,21.8,6240,-258,3050,8.7,7.6,8.4,4
1297,4/26/2007,23.1,21.8,22.5,17500,171,3890,8.5,7.5,8.2,4
1298,4/27/2007,23.8,22.6,23.2,5760,110,2880,8.5,7.4,8.1,4
1299,4/28/2007,24.4,23,23.7,518,-145,196,8.1,7.7,7.9,4
1300,4/29/2007,24.2,23.2,23.7,18900,-193,1260,8.5,6.9,7.6,4
1301,4/30/2007,25,23,23.9,368,-92.9,125,7.5,6,7.1,4
