,Date,Water.temp.max,Water.temp.min,Water.temp.mean,Discharge.max,Discharge.min,Discharge.mean,DO.max,DO.min,DO.mean,Month
1,1/29/1999,NA,NA,NA,NA,NA,19700,NA,NA,NA,1
2,1/30/1999,NA,NA,NA,NA,NA,18100,NA,NA,NA,1
3,1/31/1999,NA,NA,NA,NA,NA,19500,NA,NA,NA,1
4,2/1/1999,NA,NA,NA,NA,NA,20100,NA,NA,NA,2
5,2/2/1999,NA,NA,NA,NA,NA,16000,NA,NA,NA,2
6,2/3/1999,NA,NA,NA,NA,NA,21000,NA,NA,NA,2
7,2/4/1999,NA,NA,NA,NA,NA,21200,NA,NA,NA,2
8,2/5/1999,NA,NA,NA,NA,NA,21600,NA,NA,NA,2
9,2/6/1999,NA,NA,NA,NA,NA,21500,NA,NA,NA,2
10,2/7/1999,NA,NA,NA,NA,NA,17400,NA,NA,NA,2
11,2/8/1999,NA,NA,NA,NA,NA,13300,NA,NA,NA,2
12,2/9/1999,NA,NA,NA,NA,NA,18000,NA,NA,NA,2
13,2/10/1999,NA,NA,NA,NA,NA,16900,NA,NA,NA,2
14,2/11/1999,NA,NA,NA,NA,NA,13000,NA,NA,NA,2
15,2/12/1999,NA,NA,NA,NA,NA,11100,NA,NA,NA,2
16,2/13/1999,NA,NA,NA,NA,NA,14900,NA,NA,NA,2
17,2/14/1999,NA,NA,NA,NA,NA,17600,NA,NA,NA,2
18,2/15/1999,NA,NA,NA,NA,NA,20600,NA,NA,NA,2
19,2/16/1999,NA,NA,NA,NA,NA,20200,NA,NA,NA,2
20,2/17/1999,NA,NA,NA,NA,NA,11200,NA,NA,NA,2
21,2/18/1999,NA,NA,NA,NA,NA,13900,NA,NA,NA,2
22,2/19/1999,NA,NA,NA,NA,NA,5890,NA,NA,NA,2
23,2/20/1999,NA,NA,NA,NA,NA,6330,NA,NA,NA,2
24,2/21/1999,NA,NA,NA,NA,NA,9900,NA,NA,NA,2
25,2/22/1999,NA,NA,NA,NA,NA,9250,NA,NA,NA,2
26,2/23/1999,NA,NA,NA,NA,NA,16100,NA,NA,NA,2
27,2/24/1999,NA,NA,NA,NA,NA,12000,NA,NA,NA,2
28,2/25/1999,NA,NA,NA,NA,NA,3430,NA,NA,NA,2
29,2/26/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,2
30,2/27/1999,NA,NA,NA,NA,NA,1480,NA,NA,NA,2
31,2/28/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,2
32,3/1/1999,NA,NA,NA,NA,NA,5330,NA,NA,NA,3
33,3/2/1999,NA,NA,NA,NA,NA,10700,NA,NA,NA,3
34,3/3/1999,NA,NA,NA,NA,NA,13000,NA,NA,NA,3
35,3/4/1999,NA,NA,NA,NA,NA,12900,NA,NA,NA,3
36,3/5/1999,NA,NA,NA,NA,NA,15000,NA,NA,NA,3
37,3/6/1999,NA,NA,NA,NA,NA,8050,NA,NA,NA,3
38,3/7/1999,NA,NA,NA,NA,NA,7600,NA,NA,NA,3
39,3/8/1999,NA,NA,NA,NA,NA,14800,NA,NA,NA,3
40,3/9/1999,NA,NA,NA,NA,NA,13100,NA,NA,NA,3
41,3/10/1999,NA,NA,NA,NA,NA,8520,NA,NA,NA,3
42,3/11/1999,NA,NA,NA,NA,NA,5070,NA,NA,NA,3
43,3/12/1999,NA,NA,NA,NA,NA,3860,NA,NA,NA,3
44,3/13/1999,NA,NA,NA,NA,NA,3330,NA,NA,NA,3
45,3/14/1999,NA,NA,NA,NA,NA,3450,NA,NA,NA,3
46,3/15/1999,NA,NA,NA,NA,NA,3320,NA,NA,NA,3
47,3/16/1999,NA,NA,NA,NA,NA,3160,NA,NA,NA,3
48,3/17/1999,NA,NA,NA,NA,NA,3720,NA,NA,NA,3
49,3/18/1999,NA,NA,NA,NA,NA,3700,NA,NA,NA,3
50,3/19/1999,NA,NA,NA,NA,NA,3340,NA,NA,NA,3
51,3/20/1999,NA,NA,NA,NA,NA,3340,NA,NA,NA,3
52,3/21/1999,NA,NA,NA,NA,NA,3300,NA,NA,NA,3
53,3/22/1999,NA,NA,NA,NA,NA,3380,NA,NA,NA,3
54,3/23/1999,NA,NA,NA,NA,NA,3760,NA,NA,NA,3
55,3/24/1999,NA,NA,NA,NA,NA,3550,NA,NA,NA,3
56,3/25/1999,NA,NA,NA,NA,NA,3520,NA,NA,NA,3
57,3/26/1999,NA,NA,NA,NA,NA,3040,NA,NA,NA,3
58,3/27/1999,NA,NA,NA,NA,NA,3890,NA,NA,NA,3
59,3/28/1999,NA,NA,NA,NA,NA,2880,NA,NA,NA,3
60,3/29/1999,NA,NA,NA,NA,NA,3410,NA,NA,NA,3
61,3/30/1999,NA,NA,NA,NA,NA,3390,NA,NA,NA,3
62,3/31/1999,NA,NA,NA,NA,NA,3580,NA,NA,NA,3
63,4/1/1999,NA,NA,NA,NA,NA,3450,NA,NA,NA,4
64,4/2/1999,NA,NA,NA,NA,NA,3620,NA,NA,NA,4
65,4/3/1999,NA,NA,NA,NA,NA,3920,NA,NA,NA,4
66,4/4/1999,NA,NA,NA,NA,NA,3580,NA,NA,NA,4
67,4/5/1999,NA,NA,NA,NA,NA,3420,NA,NA,NA,4
68,4/6/1999,NA,NA,NA,NA,NA,3490,NA,NA,NA,4
69,4/7/1999,NA,NA,NA,NA,NA,3640,NA,NA,NA,4
70,4/8/1999,NA,NA,NA,NA,NA,3920,NA,NA,NA,4
71,4/9/1999,NA,NA,NA,NA,NA,3350,NA,NA,NA,4
72,4/10/1999,NA,NA,NA,NA,NA,3100,NA,NA,NA,4
73,4/11/1999,NA,NA,NA,NA,NA,3170,NA,NA,NA,4
74,4/12/1999,NA,NA,NA,NA,NA,3570,NA,NA,NA,4
75,4/13/1999,NA,NA,NA,NA,NA,3200,NA,NA,NA,4
76,4/14/1999,NA,NA,NA,NA,NA,2890,NA,NA,NA,4
77,4/15/1999,NA,NA,NA,NA,NA,2900,NA,NA,NA,4
78,4/16/1999,NA,NA,NA,NA,NA,2930,NA,NA,NA,4
79,4/17/1999,NA,NA,NA,NA,NA,2900,NA,NA,NA,4
80,4/18/1999,NA,NA,NA,NA,NA,3200,NA,NA,NA,4
81,4/19/1999,NA,NA,NA,NA,NA,2900,NA,NA,NA,4
82,4/20/1999,NA,NA,NA,NA,NA,1630,NA,NA,NA,4
83,4/21/1999,NA,NA,NA,NA,NA,34,NA,NA,NA,4
84,4/22/1999,NA,NA,NA,NA,NA,961,NA,NA,NA,4
85,4/23/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,4
86,4/24/1999,NA,NA,NA,NA,NA,763,NA,NA,NA,4
87,4/25/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,4
88,4/26/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,4
89,4/27/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,4
90,4/28/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,4
91,4/29/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,4
92,4/30/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,4
93,5/1/1999,NA,NA,NA,NA,NA,2190,NA,NA,NA,5
94,5/2/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,5
95,5/3/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,5
96,5/4/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,5
97,5/5/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,5
98,5/6/1999,NA,NA,NA,NA,NA,3290,NA,NA,NA,5
99,5/7/1999,NA,NA,NA,NA,NA,9970,NA,NA,NA,5
100,5/8/1999,NA,NA,NA,NA,NA,10500,NA,NA,NA,5
101,5/9/1999,NA,NA,NA,NA,NA,7040,NA,NA,NA,5
102,5/10/1999,NA,NA,NA,NA,NA,7100,NA,NA,NA,5
103,5/11/1999,NA,NA,NA,NA,NA,5760,NA,NA,NA,5
104,5/12/1999,NA,NA,NA,NA,NA,3570,NA,NA,NA,5
105,5/13/1999,NA,NA,NA,NA,NA,4630,NA,NA,NA,5
106,5/14/1999,NA,NA,NA,NA,NA,4280,NA,NA,NA,5
107,5/15/1999,NA,NA,NA,NA,NA,3190,NA,NA,NA,5
108,5/16/1999,NA,NA,NA,NA,NA,3620,NA,NA,NA,5
109,5/17/1999,NA,NA,NA,NA,NA,3370,NA,NA,NA,5
110,5/18/1999,NA,NA,NA,NA,NA,4630,NA,NA,NA,5
111,5/19/1999,NA,NA,NA,NA,NA,1570,NA,NA,NA,5
112,5/20/1999,NA,NA,NA,NA,NA,1500,NA,NA,NA,5
113,5/21/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,5
114,5/22/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,5
115,5/23/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,5
116,5/24/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,5
117,5/25/1999,NA,NA,NA,NA,NA,40,NA,NA,NA,5
118,5/26/1999,NA,NA,NA,NA,NA,364,NA,NA,NA,5
119,5/27/1999,NA,NA,NA,NA,NA,23,NA,NA,NA,5
120,5/28/1999,NA,NA,NA,NA,NA,11,NA,NA,NA,5
121,5/29/1999,NA,NA,NA,NA,NA,16,NA,NA,NA,5
122,5/30/1999,NA,NA,NA,NA,NA,22,NA,NA,NA,5
123,5/31/1999,NA,NA,NA,NA,NA,27,NA,NA,NA,5
124,1/1/2000,NA,NA,NA,NA,NA,5,NA,NA,NA,1
125,1/2/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,1
126,1/3/2000,NA,NA,NA,NA,NA,208,NA,NA,NA,1
127,1/4/2000,NA,NA,NA,NA,NA,9,NA,NA,NA,1
128,1/5/2000,NA,NA,NA,NA,NA,3790,NA,NA,NA,1
129,1/6/2000,NA,NA,NA,NA,NA,2020,NA,NA,NA,1
130,1/7/2000,NA,NA,NA,NA,NA,2,NA,NA,NA,1
131,1/8/2000,NA,NA,NA,NA,NA,4,NA,NA,NA,1
132,1/9/2000,NA,NA,NA,NA,NA,6,NA,NA,NA,1
133,1/10/2000,NA,NA,NA,NA,NA,1560,NA,NA,NA,1
134,1/11/2000,NA,NA,NA,NA,NA,8,NA,NA,NA,1
135,1/12/2000,NA,NA,NA,NA,NA,1470,NA,NA,NA,1
136,1/13/2000,NA,NA,NA,NA,NA,1010,NA,NA,NA,1
137,1/14/2000,NA,NA,NA,NA,NA,6790,NA,NA,NA,1
138,1/15/2000,NA,NA,NA,NA,NA,13900,NA,NA,NA,1
139,1/16/2000,NA,NA,NA,NA,NA,6040,NA,NA,NA,1
140,1/17/2000,NA,NA,NA,NA,NA,966,NA,NA,NA,1
141,1/18/2000,NA,NA,NA,NA,NA,5570,NA,NA,NA,1
142,1/19/2000,NA,NA,NA,NA,NA,5640,NA,NA,NA,1
143,1/20/2000,NA,NA,NA,NA,NA,4700,NA,NA,NA,1
144,1/21/2000,NA,NA,NA,NA,NA,9020,NA,NA,NA,1
145,1/22/2000,NA,NA,NA,NA,NA,13000,NA,NA,NA,1
146,1/23/2000,NA,NA,NA,NA,NA,2220,NA,NA,NA,1
147,1/24/2000,NA,NA,NA,NA,NA,11100,NA,NA,NA,1
148,1/25/2000,NA,NA,NA,NA,NA,14900,NA,NA,NA,1
149,1/26/2000,NA,NA,NA,NA,NA,14600,NA,NA,NA,1
150,1/27/2000,NA,NA,NA,NA,NA,17100,NA,NA,NA,1
151,1/28/2000,NA,NA,NA,NA,NA,17600,NA,NA,NA,1
152,1/29/2000,NA,NA,NA,NA,NA,17800,NA,NA,NA,1
153,1/30/2000,NA,NA,NA,NA,NA,12700,NA,NA,NA,1
154,1/31/2000,NA,NA,NA,NA,NA,19400,NA,NA,NA,1
155,2/1/2000,NA,NA,NA,NA,NA,17100,NA,NA,NA,2
156,2/2/2000,NA,NA,NA,NA,NA,11300,NA,NA,NA,2
157,2/3/2000,NA,NA,NA,NA,NA,13400,NA,NA,NA,2
158,2/4/2000,NA,NA,NA,NA,NA,5180,NA,NA,NA,2
159,2/5/2000,NA,NA,NA,NA,NA,9150,NA,NA,NA,2
160,2/6/2000,NA,NA,NA,NA,NA,15000,NA,NA,NA,2
161,2/7/2000,NA,NA,NA,NA,NA,9350,NA,NA,NA,2
162,2/8/2000,NA,NA,NA,NA,NA,11400,NA,NA,NA,2
163,2/9/2000,NA,NA,NA,NA,NA,4440,NA,NA,NA,2
164,2/10/2000,NA,NA,NA,NA,NA,2480,NA,NA,NA,2
165,2/11/2000,NA,NA,NA,NA,NA,2620,NA,NA,NA,2
166,2/12/2000,NA,NA,NA,NA,NA,5500,NA,NA,NA,2
167,2/13/2000,NA,NA,NA,NA,NA,5360,NA,NA,NA,2
168,2/14/2000,NA,NA,NA,NA,NA,6150,NA,NA,NA,2
169,2/15/2000,NA,NA,NA,NA,NA,6820,NA,NA,NA,2
170,2/16/2000,NA,NA,NA,NA,NA,15200,NA,NA,NA,2
171,2/17/2000,NA,NA,NA,NA,NA,15300,NA,NA,NA,2
172,2/18/2000,NA,NA,NA,NA,NA,15500,NA,NA,NA,2
173,2/19/2000,NA,NA,NA,NA,NA,14900,NA,NA,NA,2
174,2/20/2000,NA,NA,NA,NA,NA,16200,NA,NA,NA,2
175,2/21/2000,NA,NA,NA,NA,NA,16400,NA,NA,NA,2
176,2/22/2000,NA,NA,NA,NA,NA,15200,NA,NA,NA,2
177,2/23/2000,NA,NA,NA,NA,NA,17200,NA,NA,NA,2
178,2/24/2000,NA,NA,NA,NA,NA,15800,NA,NA,NA,2
179,2/25/2000,NA,NA,NA,NA,NA,11900,NA,NA,NA,2
180,2/26/2000,NA,NA,NA,NA,NA,11400,NA,NA,NA,2
181,2/27/2000,NA,NA,NA,NA,NA,9830,NA,NA,NA,2
182,2/28/2000,NA,NA,NA,NA,NA,11000,NA,NA,NA,2
183,2/29/2000,NA,NA,NA,NA,NA,6230,NA,NA,NA,2
184,3/1/2000,NA,NA,NA,NA,NA,7460,NA,NA,NA,3
185,3/2/2000,NA,NA,NA,NA,NA,7530,NA,NA,NA,3
186,3/3/2000,NA,NA,NA,NA,NA,5570,NA,NA,NA,3
187,3/4/2000,NA,NA,NA,NA,NA,10000,NA,NA,NA,3
188,3/5/2000,NA,NA,NA,NA,NA,4810,NA,NA,NA,3
189,3/6/2000,NA,NA,NA,NA,NA,4660,NA,NA,NA,3
190,3/7/2000,NA,NA,NA,NA,NA,5590,NA,NA,NA,3
191,3/8/2000,NA,NA,NA,NA,NA,7210,NA,NA,NA,3
192,3/9/2000,NA,NA,NA,NA,NA,4860,NA,NA,NA,3
193,3/10/2000,NA,NA,NA,NA,NA,5140,NA,NA,NA,3
194,3/11/2000,NA,NA,NA,NA,NA,4620,NA,NA,NA,3
195,3/12/2000,NA,NA,NA,NA,NA,4590,NA,NA,NA,3
196,3/13/2000,NA,NA,NA,NA,NA,4670,NA,NA,NA,3
197,3/14/2000,NA,NA,NA,NA,NA,5410,NA,NA,NA,3
198,3/15/2000,NA,NA,NA,NA,NA,4460,NA,NA,NA,3
199,3/16/2000,NA,NA,NA,NA,NA,4590,NA,NA,NA,3
200,3/17/2000,NA,NA,NA,NA,NA,4470,NA,NA,NA,3
201,3/18/2000,NA,NA,NA,NA,NA,6030,NA,NA,NA,3
202,3/19/2000,NA,NA,NA,NA,NA,4690,NA,NA,NA,3
203,3/20/2000,NA,NA,NA,NA,NA,10700,NA,NA,NA,3
204,3/21/2000,NA,NA,NA,NA,NA,10100,NA,NA,NA,3
205,3/22/2000,NA,NA,NA,NA,NA,15700,NA,NA,NA,3
206,3/23/2000,NA,NA,NA,NA,NA,17000,NA,NA,NA,3
207,3/24/2000,NA,NA,NA,NA,NA,17300,NA,NA,NA,3
208,3/25/2000,NA,NA,NA,NA,NA,17300,NA,NA,NA,3
209,3/26/2000,NA,NA,NA,NA,NA,17300,NA,NA,NA,3
210,3/27/2000,NA,NA,NA,NA,NA,17900,NA,NA,NA,3
211,3/28/2000,NA,NA,NA,NA,NA,17700,NA,NA,NA,3
212,3/29/2000,NA,NA,NA,NA,NA,15800,NA,NA,NA,3
213,3/30/2000,NA,NA,NA,NA,NA,16200,NA,NA,NA,3
214,3/31/2000,NA,NA,NA,NA,NA,16800,NA,NA,NA,3
215,4/1/2000,NA,NA,NA,NA,NA,14400,NA,NA,NA,4
216,4/2/2000,NA,NA,NA,NA,NA,15400,NA,NA,NA,4
217,4/3/2000,NA,NA,NA,NA,NA,13600,NA,NA,NA,4
218,4/4/2000,NA,NA,NA,NA,NA,13000,NA,NA,NA,4
219,4/5/2000,NA,NA,NA,NA,NA,11300,NA,NA,NA,4
220,4/6/2000,NA,NA,NA,NA,NA,11900,NA,NA,NA,4
221,4/7/2000,NA,NA,NA,NA,NA,13700,NA,NA,NA,4
222,4/8/2000,NA,NA,NA,NA,NA,11600,NA,NA,NA,4
223,4/9/2000,NA,NA,NA,NA,NA,14300,NA,NA,NA,4
224,4/10/2000,NA,NA,NA,NA,NA,16000,NA,NA,NA,4
225,4/11/2000,NA,NA,NA,NA,NA,10700,NA,NA,NA,4
226,4/12/2000,NA,NA,NA,NA,NA,11300,NA,NA,NA,4
227,4/13/2000,NA,NA,NA,NA,NA,9870,NA,NA,NA,4
228,4/14/2000,NA,NA,NA,NA,NA,13700,NA,NA,NA,4
229,4/15/2000,NA,NA,NA,NA,NA,9520,NA,NA,NA,4
230,4/16/2000,NA,NA,NA,NA,NA,8240,NA,NA,NA,4
231,4/17/2000,NA,NA,NA,NA,NA,14200,NA,NA,NA,4
232,4/18/2000,NA,NA,NA,NA,NA,14000,NA,NA,NA,4
233,4/19/2000,NA,NA,NA,NA,NA,12500,NA,NA,NA,4
234,4/20/2000,NA,NA,NA,NA,NA,10900,NA,NA,NA,4
235,4/21/2000,NA,NA,NA,NA,NA,6340,NA,NA,NA,4
236,4/22/2000,NA,NA,NA,NA,NA,6080,NA,NA,NA,4
237,4/23/2000,NA,NA,NA,NA,NA,5740,NA,NA,NA,4
238,4/24/2000,NA,NA,NA,NA,NA,5410,NA,NA,NA,4
239,4/25/2000,NA,NA,NA,NA,NA,5990,NA,NA,NA,4
240,4/26/2000,NA,NA,NA,NA,NA,5580,NA,NA,NA,4
241,4/27/2000,NA,NA,NA,NA,NA,5850,NA,NA,NA,4
242,4/28/2000,NA,NA,NA,NA,NA,5850,NA,NA,NA,4
243,4/29/2000,NA,NA,NA,NA,NA,6100,NA,NA,NA,4
244,4/30/2000,NA,NA,NA,NA,NA,5680,NA,NA,NA,4
245,5/1/2000,NA,NA,NA,NA,NA,3740,NA,NA,NA,5
246,5/2/2000,NA,NA,NA,NA,NA,3010,NA,NA,NA,5
247,5/3/2000,NA,NA,NA,NA,NA,2260,NA,NA,NA,5
248,5/4/2000,NA,NA,NA,NA,NA,1850,NA,NA,NA,5
249,5/5/2000,NA,NA,NA,NA,NA,389,NA,NA,NA,5
250,5/6/2000,NA,NA,NA,NA,NA,1230,NA,NA,NA,5
251,5/7/2000,NA,NA,NA,NA,NA,1910,NA,NA,NA,5
252,5/8/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
253,5/9/2000,NA,NA,NA,NA,NA,530,NA,NA,NA,5
254,5/10/2000,NA,NA,NA,NA,NA,40,NA,NA,NA,5
255,5/11/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
256,5/12/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
257,5/13/2000,NA,NA,NA,NA,NA,422,NA,NA,NA,5
258,5/14/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
259,5/15/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
260,5/16/2000,NA,NA,NA,NA,NA,390,NA,NA,NA,5
261,5/17/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
262,5/18/2000,NA,NA,NA,NA,NA,849,NA,NA,NA,5
263,5/19/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
264,5/20/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
265,5/21/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
266,5/22/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
267,5/23/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
268,5/24/2000,NA,NA,NA,NA,NA,798,NA,NA,NA,5
269,5/25/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
270,5/26/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,5
271,5/27/2000,NA,NA,NA,NA,NA,6,NA,NA,NA,5
272,5/28/2000,NA,NA,NA,NA,NA,9,NA,NA,NA,5
273,5/29/2000,NA,NA,NA,NA,NA,5,NA,NA,NA,5
274,5/30/2000,NA,NA,NA,NA,NA,8,NA,NA,NA,5
275,5/31/2000,NA,NA,NA,NA,NA,70,NA,NA,NA,5
276,1/1/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
277,1/2/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
278,1/3/2001,NA,NA,NA,NA,NA,766,NA,NA,NA,1
279,1/4/2001,NA,NA,NA,NA,NA,1030,NA,NA,NA,1
280,1/5/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
281,1/6/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
282,1/7/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
283,1/8/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
284,1/9/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
285,1/10/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
286,1/11/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
287,1/12/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
288,1/13/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
289,1/14/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
290,1/15/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
291,1/16/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
292,1/17/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
293,1/18/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
294,1/19/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
295,1/20/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
296,1/21/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
297,1/22/2001,NA,NA,NA,NA,NA,464,NA,NA,NA,1
298,1/23/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
299,1/24/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
300,1/25/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
301,1/26/2001,NA,NA,NA,NA,NA,529,NA,NA,NA,1
302,1/27/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
303,1/28/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
304,1/29/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
305,1/30/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
306,1/31/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,1
307,2/1/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
308,2/2/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
309,2/3/2001,NA,NA,NA,NA,NA,124,NA,NA,NA,2
310,2/4/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
311,2/5/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
312,2/6/2001,NA,NA,NA,NA,NA,715,NA,NA,NA,2
313,2/7/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
314,2/8/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
315,2/9/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
316,2/10/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
317,2/11/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
318,2/12/2001,NA,NA,NA,NA,NA,715,NA,NA,NA,2
319,2/13/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
320,2/14/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
321,2/15/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
322,2/16/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
323,2/17/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
324,2/18/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
325,2/19/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
326,2/20/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
327,2/21/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
328,2/22/2001,NA,NA,NA,NA,NA,411,NA,NA,NA,2
329,2/23/2001,NA,NA,NA,NA,NA,1490,NA,NA,NA,2
330,2/24/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
331,2/25/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
332,2/26/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
333,2/27/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,2
334,2/28/2001,NA,NA,NA,NA,NA,782,NA,NA,NA,2
335,3/1/2001,NA,NA,NA,NA,NA,324,NA,NA,NA,3
336,3/2/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
337,3/3/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
338,3/4/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
339,3/5/2001,NA,NA,NA,NA,NA,739,NA,NA,NA,3
340,3/6/2001,NA,NA,NA,NA,NA,924,NA,NA,NA,3
341,3/7/2001,NA,NA,NA,NA,NA,906,NA,NA,NA,3
342,3/8/2001,NA,NA,NA,NA,NA,902,NA,NA,NA,3
343,3/9/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
344,3/10/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
345,3/11/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
346,3/12/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
347,3/13/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
348,3/14/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
349,3/15/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
350,3/16/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
351,3/17/2001,NA,NA,NA,NA,NA,0,NA,NA,NA,3
352,3/18/2001,NA,NA,NA,NA,NA,414,NA,NA,NA,3
353,3/19/2001,NA,NA,NA,NA,NA,1100,NA,NA,NA,3
354,3/20/2001,NA,NA,NA,8380,-246,520,NA,NA,NA,3
355,3/21/2001,NA,NA,NA,497,-282,79.4,NA,NA,NA,3
356,3/22/2001,NA,NA,NA,7930,-294,414,NA,NA,NA,3
357,3/23/2001,NA,NA,NA,481,-312,134,NA,NA,NA,3
358,3/24/2001,NA,NA,NA,605,-145,135,NA,NA,NA,3
359,3/25/2001,NA,NA,NA,461,-251,159,NA,NA,NA,3
360,3/26/2001,NA,NA,NA,490,-241,166,NA,NA,NA,3
361,3/27/2001,NA,NA,NA,11500,-370,662,NA,NA,NA,3
362,3/28/2001,NA,NA,NA,12700,-314,1030,NA,NA,NA,3
363,3/29/2001,NA,NA,NA,11500,-452,785,NA,NA,NA,3
364,3/30/2001,NA,NA,NA,6810,-182,1550,NA,NA,NA,3
365,3/31/2001,NA,NA,NA,19000,4680,8270,NA,NA,NA,3
366,4/1/2001,NA,NA,NA,19500,3690,8930,NA,NA,NA,4
367,4/2/2001,NA,NA,NA,20800,4090,10500,NA,NA,NA,4
368,4/3/2001,NA,NA,NA,21300,4140,9350,NA,NA,NA,4
369,4/4/2001,NA,NA,NA,22500,6400,16000,NA,NA,NA,4
370,4/5/2001,NA,NA,NA,22500,5490,18800,NA,NA,NA,4
